date, pm25, pm10, o3, no2, so2, co
2021/6/21, 73, 28, , 13, , 6
2021/6/22, 42, 16, , 20, , 2
2021/6/23, 50, 19, , 22, , 3
2021/6/24, 30, 12, , 16, , 2
2021/6/25, 70, 30, , 34, 1, 8
2021/6/26, 102, 52, , 41, 2, 6
2021/6/27, 96, 45, , 33, 1, 7
2021/6/28, 86, 40, , 25, , 10
2021/6/29, 70, 36, , 20, , 4
2021/6/30, 48, 18, , 19, , 3
2021/7/1, 50, 22, , 20, , 2
2021/1/5, 36, 23, , 34, 1, 7
2021/1/6, 64, 27, , 32, , 9
2021/1/7, 61, 21, , 27, , 
2021/1/8, 52, 18, , 25, , 4
2021/1/9, 51, 19, , 15, , 3
2021/1/10, 56, 15, , 8, 1, 3
2021/1/11, 43, 19, , 16, , 4
2021/1/12, 53, 29, , 21, , 4
2021/1/13, 49, , , , , 
2021/1/17, 55, 12, , 12, , 3
2021/1/18, 28, 16, , 24, 1, 5
2021/1/19, 51, 14, , 16, , 3
2021/1/20, 42, 21, , 18, , 4
2021/1/21, 54, 23, , 19, , 3
2021/1/22, 58, 25, , 22, , 3
2021/1/23, 69, 25, , 17, , 4
2021/1/24, 61, 20, , 11, , 3
2021/1/25, 50, 23, , 21, , 4
2021/1/26, 57, 26, , 32, 1, 6
2021/1/27, 65, 30, , 31, 1, 6
2021/1/28, 72, 27, , 34, , 6
2021/1/29, 69, 40, , 36, 1, 8
2021/1/30, 84, 39, , 24, , 6
2021/1/31, 82, 30, , 17, , 4
2021/2/1, 61, 24, , 31, , 6
2021/2/2, 61, 27, , 27, 1, 5
2021/2/3, 73, 34, , 43, 1, 8
2021/2/4, 81, , , , , 
2021/2/7, 25, 15, , 4, , 1
2021/2/8, 33, 17, , 7, , 1
2021/2/9, 37, 14, , 10, , 2
2021/2/10, 29, 16, , 14, , 2
2021/2/11, 39, 19, , 24, , 5
2021/2/12, 47, 21, , 27, , 6
2021/2/13, 57, 16, , 20, , 7
2021/2/14, 48, 13, , 14, , 5
2021/2/15, 34, 21, , 22, , 5
2021/2/16, 57, 18, , 23, , 4
2021/2/17, 45, 27, , 31, 1, 7
2021/2/18, 68, 24, , 28, , 6
2021/2/19, 64, 25, , 21, , 4
2021/2/20, 68, 20, , 12, , 3
2021/2/21, 53, 11, , 5, , 2
2021/2/22, 32, 16, , 12, , 3
2021/2/23, 44, 22, , 26, 1, 7
2021/2/24, 45, 33, , 34, 1, 6
2021/2/25, 72, 23, , 26, , 5
2021/2/26, 63, 20, , 23, , 5
2021/2/27, 60, 15, , 16, , 4
2021/2/28, 46, 13, , 11, , 3
2021/3/1, 39, 22, , 19, , 4
2021/3/2, 57, 28, , 24, , 5
2021/3/3, 67, 26, , 25, , 5
2021/3/4, 65, 29, , 29, , 6
2021/3/5, 68, 16, , 18, , 5
2021/3/6, 45, 12, , 15, , 4
2021/3/7, 34, 11, , 11, , 3
2021/3/8, 38, 16, , 17, , 3
2021/3/9, 40, 22, , 23, , 5
2021/3/10, 60, 17, , 18, , 3
2021/3/11, 37, 29, , 33, , 6
2021/3/12, 70, 30, , 24, , 6
2021/3/13, 78, 26, , 14, , 3
2021/3/14, 57, 17, , 13, , 3
2021/3/15, 48, 24, , 20, , 4
2021/3/16, 58, 29, , 23, 1, 4
2021/3/17, 66, 31, , 30, 1, 5
2021/3/18, 70, 25, , 29, , 6
2021/3/19, 67, 22, , 27, , 5
2021/3/20, 52, 22, , 11, , 5
2021/3/21, 53, 20, , 17, , 4
2021/3/22, 48, 30, , 20, , 6
2021/3/23, 74, 25, , 21, , 4
2021/3/24, 62, 22, , 17, , 3
2021/3/25, 54, 19, , 17, , 3
2021/3/26, 42, 30, , 32, , 6
2021/3/27, 72, 30, , 21, 1, 5
2021/3/28, 102, 15, , 17, , 4
2020/10/2, 110, 66, , 71, 1, 13
2020/10/3, 136, 38, , 16, 1, 7
2020/10/4, 78, 9, , 6, , 2
2020/10/5, 30, 27, , 28, , 6
2020/10/6, 61, 54, , 38, 1, 10
2020/10/7, 107, 49, , 46, 1, 9
2020/10/8, 98, 52, , 48, 1, 11
2020/10/9, 72, 11, , 52, , 18
2020/10/10, 17, 17, , 39, , 11
2020/10/11, 44, 16, , , , 3
2020/10/12, 36, 25, , , 1, 3
2020/10/13, 50, 44, , , 1, 8
2020/10/14, 93, 44, , , 1, 6
2020/10/15, 85, 24, , , , 4
2020/10/16, 54, 17, , , , 2
2020/10/17, 30, 14, , , , 1
2020/10/18, 34, 17, , , 1, 2
2020/10/19, 39, 23, , , , 6
2020/10/20, 55, 32, , , 1, 10
2020/10/21, 77, 35, , , 1, 6
2020/10/22, 69, 17, , , , 2
2020/10/23, 36, 21, , , , 3
2020/10/24, 41, 25, , , , 7
2020/10/25, 54, 23, , , , 5
2020/10/26, 55, 18, , , , 4
2020/10/27, 48, 32, , , 1, 7
2020/10/28, 66, 47, , 55, 2, 9
2020/10/29, 89, 45, , 43, 2, 7
2020/10/30, 88, 9, , 17, , 3
2020/10/31, 32, 9, , 8, , 1
2020/11/1, 25, 12, , 5, , 1
2020/11/2, 29, 11, , 6, , 1
2020/11/3, 29, 19, , 17, 1, 3
2020/11/4, 39, 18, , 17, , 2
2020/11/5, 37, 14, , 19, , 3
2020/11/6, 33, 16, , 16, , 2
2020/11/7, 37, 22, , 18, , 3
2020/11/8, 45, 27, , 19, , 3
2020/11/9, 65, 30, , 21, 1, 4
2020/11/10, 62, 20, , 29, , 6
2020/11/11, 50, 28, , 35, , 7
2020/11/12, 70, 21, , 28, , 5
2020/11/13, 54, 30, , 32, , 8
2020/11/14, 64, 26, , 27, , 7
2020/11/15, 64, 28, , 18, , 5
2020/11/16, 60, 31, , 44, 1, 8
2020/11/17, 62, 14, , 20, , 4
2020/11/18, 38, 14, , 20, , 4
2020/11/19, 27, 9, , 17, , 3
2020/11/20, 34, 12, , 12, , 2
2020/11/21, 25, 16, , 11, , 3
2020/11/22, 39, 12, , 7, 1, 2
2020/11/23, 30, 15, , 11, 1, 2
2020/11/24, 32, 19, , 18, 1, 3
2020/11/25, 44, 30, , 29, 1, 5
2020/11/26, 59, 34, , 41, 1, 7
2020/11/27, 71, 34, , 35, 1, 6
2020/11/28, 68, 26, , 17, 1, 4
2020/11/29, 54, 28, , 25, , 6
2020/11/30, 55, 31, , 41, 1, 9
2020/12/1, 75, 21, , 28, , 6
2020/12/2, 49, 25, , 37, 1, 8
2020/12/3, 66, 33, , 40, 1, 9
2020/12/4, 73, 22, , 24, 1, 5
2020/12/5, 49, 14, , 10, , 3
2020/12/6, 33, 9, , 9, , 3
2020/12/7, 28, 12, , 18, , 4
2020/12/8, 35, 16, , 26, , 5
2020/12/9, 46, 22, , 19, , 4
2020/12/10, 53, 19, , 18, , 3
2020/12/11, 47, 21, , 33, 1, 7
2020/12/12, 56, 21, , 32, , 8
2020/12/13, 55, 15, , 21, , 7
2020/12/14, 38, 18, , 33, , 7
2020/12/15, 53, 24, , 38, , 8
2020/12/16, 63, 25, , 32, , 7
2020/12/17, 60, 24, , 39, , 8
2020/12/18, 61, 24, , 35, , 8
2020/12/19, 62, 27, , 28, , 7
2020/12/20, 64, 17, , 22, , 6
2020/12/21, 42, 23, , 32, , 6
2020/12/22, 60, 11, , 15, , 3
2020/12/23, 27, 18, , 15, 1, 2
2020/12/24, 41, 11, , 7, , 2
2020/12/25, 26, 11, , 6, , 1
2020/12/26, 29, 12, , 10, , 2
2020/12/27, 33, 16, , 13, , 3
2020/12/28, 44, 15, , 31, , 6
2020/12/29, 52, 17, , 31, , 6
2020/12/30, 54, 18, , 30, , 6
2020/12/31, 49, 14, , 16, , 5
2021/1/1, 34, 15, , 8, , 4
2021/1/2, 39, 8, , 5, , 1
2021/1/3, 29, 11, , 4, , 1
2021/1/4, 27, 13, , 17, , 4
2020/7/2, 54, 36, , 31, 1, 6
2020/7/3, 74, 36, , 28, 1, 5
2020/7/4, 69, 31, , 29, , 8
2020/7/5, 68, 39, , 25, , 9
2020/7/6, 87, 36, , 31, , 5
2020/7/7, 76, 43, , 37, 2, 10
2020/7/8, 86, 43, , 35, 1, 7
2020/7/9, 74, 33, , 26, , 5
2020/7/10, 63, 38, , 35, 1, 6
2020/7/11, 74, 42, , 30, 1, 8
2020/7/12, 84, 37, , 26, , 7
2020/7/13, 73, 51, , 43, 1, 10
2020/7/14, 95, 21, , 18, , 3
2020/7/15, 44, 16, , 15, , 2
2020/7/16, 42, 23, , 22, 1, 5
2020/7/17, 50, 44, , 39, 1, 8
2020/7/18, 86, 43, , 28, 1, 7
2020/7/19, 86, 34, , 20, 1, 4
2020/7/20, 73, 46, , 42, 1, 11
2020/7/21, 97, 54, , 42, 1, 12
2020/7/22, 107, 62, , 46, 2, 10
2020/7/23, 117, 54, , 50, 1, 9
2020/7/24, 102, 55, , 49, 1, 12
2020/7/25, 110, 42, , 27, , 7
2020/7/26, 69, 17, , 7, , 1
2020/7/27, 42, 36, , 39, 1, 9
2020/7/28, 75, 51, , 40, 1, 11
2020/7/29, 99, 13, , 12, , 1
2020/7/30, 35, 7, , 14, , 2
2020/7/31, 25, 13, , 15, , 2
2020/8/1, 35, 22, , 14, , 3
2020/8/2, 49, 22, , 11, , 2
2020/8/3, 51, 36, , 31, 1, 5
2020/8/4, 70, 37, , 31, 1, 5
2020/8/5, 71, 32, , 29, 1, 4
2020/8/6, 64, 43, , 36, 1, 6
2020/8/7, 80, 42, , 38, 1, 8
2020/8/8, 86, 43, , 31, 2, 8
2020/8/9, 86, , , , , 
2020/8/12, 93, 47, , 36, 1, 6
2020/8/13, 88, 55, , 41, 1, 8
2020/8/14, 100, 54, , 42, 1, 8
2020/8/15, 106, 39, , 24, 1, 5
2020/8/16, 80, 18, , 20, , 6
2020/8/17, 46, 27, , 35, , 9
2020/8/18, 69, 26, , 35, , 8
2020/8/19, 63, 25, , 20, , 4
2020/8/20, 50, 15, , 17, , 2
2020/8/21, 37, 8, , 15, , 2
2020/8/22, 27, 7, , 9, , 1
2020/8/23, 36, , , 7, , 3
2020/8/24, 21, , , 17, 1, 4
2020/8/25, 32, 19, , 22, , 3
2020/8/26, 37, 25, , 28, 1, 4
2020/8/27, 45, 32, , 33, 1, 6
2020/8/28, 62, 45, , 40, 1, 10
2020/8/29, 89, 53, , 41, 1, 12
2020/8/30, 101, 46, , 22, 1, 7
2020/8/31, 90, 21, , 13, , 2
2020/9/1, 47, 20, , 14, , 2
2020/9/2, 40, 25, , 22, , 3
2020/9/3, 52, 46, , 44, 1, 8
2020/9/4, 86, 56, , 37, 1, 10
2020/9/5, 105, 34, , 21, , 4
2020/9/6, 72, 42, , 23, 1, 6
2020/9/7, 83, 38, , 14, 1, 3
2020/9/8, 84, 39, , 26, , 5
2020/9/9, 81, 41, , 29, 1, 5
2020/9/10, 91, 58, , 48, 1, 8
2020/9/11, 107, 60, , 53, 2, 10
2020/9/12, 114, 74, , 53, 1, 14
2020/9/13, 133, 53, , 24, 1, 5
2020/9/14, 110, 59, , 38, 1, 7
2020/9/15, 118, 12, , 12, , 2
2020/9/16, 25, 34, , 34, , 6
2020/9/17, 75, 51, , 35, 1, 7
2020/9/18, 90, 64, , 54, 2, 12
2020/9/19, 120, 78, , 41, 1, 12
2020/9/20, 142, 11, , 5, , 2
2020/9/21, 34, 7, , 12, , 1
2020/9/22, 19, 7, , 14, , 2
2020/9/23, 25, 15, , 18, , 2
2020/9/24, 35, 26, , 25, , 4
2020/9/25, 53, 44, , 39, 1, 7
2020/9/26, 82, 51, , 39, 2, 10
2020/9/27, 97, 57, , 40, 1, 11
2020/9/28, 107, 47, , 41, 1, 8
2020/9/29, 84, 29, , 19, , 6
2020/9/30, 66, 39, , 42, , 7
2020/10/1, 85, 56, , 58, 2, 10
2020/4/2, 50, 27, , 24, , 6
2020/4/3, 60, 32, , 22, , 4
2020/4/4, 60, 20, , 10, , 2
2020/4/5, 35, 21, , 9, , 2
2020/4/6, 45, 35, , 31, , 6
2020/4/7, 70, 22, , 15, , 3
2020/4/8, 54, 10, , 11, , 1
2020/4/9, 27, 21, , 12, , 1
2020/4/10, 32, 21, , 13, 1, 1
2020/4/11, 39, 18, , 7, , 2
2020/4/12, 39, 15, , 5, , 1
2020/4/13, 31, 21, , 16, , 3
2020/4/14, 45, 30, , 26, 1, 6
2020/4/15, 63, 28, , 26, 1, 5
2020/4/16, 62, 34, , 24, , 5
2020/4/17, 70, 20, , 12, , 1
2020/4/18, 39, 16, , 9, , 1
2020/4/19, 40, 10, , 6, , 1
2020/4/20, 30, 19, , 16, 1, 3
2020/4/21, 43, 19, , 14, , 2
2020/4/22, 46, 27, , 18, 1, 3
2020/4/23, 54, 26, , 19, 1, 3
2020/4/24, 56, 29, , 21, 1, 3
2020/4/25, 62, 34, , 19, , 4
2020/4/26, 70, 40, , 18, 1, 5
2020/4/27, 89, 22, , 14, , 2
2020/4/28, 50, 22, , 22, 1, 3
2020/4/29, 49, 43, , 36, 1, 8
2020/4/30, 89, 61, , 43, 1, 9
2020/5/1, 113, 43, , 26, , 6
2020/5/2, 89, 45, , 17, , 6
2020/5/3, 85, 16, , 5, , 1
2020/5/4, 31, 23, , 21, , 3
2020/5/5, 44, 47, , 33, 1, 6
2020/5/6, 86, 44, , 31, 1, 6
2020/5/7, 80, 17, , 11, , 1
2020/5/8, 31, 12, , 15, , 3
2020/5/9, 29, 16, , 17, , 3
2020/5/10, 39, 25, , 20, , 4
2020/5/11, 60, 39, , 34, 1, 8
2020/5/12, 81, 48, , 39, , 8
2020/5/13, 91, 54, , 37, 1, 7
2020/5/14, 91, 28, , 20, , 4
2020/5/15, 59, 12, , 14, , 2
2020/5/16, 30, 20, , 16, , 3
2020/5/17, 45, 29, , 19, , 5
2020/5/18, 72, 40, , 27, 1, 7
2020/5/19, 89, 27, , 20, 1, 3
2020/5/20, 63, 28, , 24, 2, 4
2020/5/21, 64, 39, , 34, 1, 8
2020/5/22, 79, 42, , 32, 1, 7
2020/5/23, 80, 20, , 14, , 3
2020/5/24, 45, 11, , 10, , 2
2020/5/25, 33, 17, , 17, , 2
2020/5/26, 33, 26, , 30, 1, 5
2020/5/27, 54, 36, , 27, , 4
2020/5/28, 69, 27, , 26, 1, 4
2020/5/29, 53, 46, , 45, 1, 8
2020/5/30, 94, 57, , 41, 1, 12
2020/5/31, 117, 51, , 30, 1, 8
2020/6/1, 107, 53, , 40, 1, 7
2020/6/2, 101, 39, , 33, 1, 9
2020/6/3, 84, 27, , 22, , 4
2020/6/4, 69, 20, , 16, , 3
2020/6/5, 47, 29, , 22, 1, 8
2020/6/6, 72, 38, , 29, 1, 8
2020/6/7, 82, 17, , 18, , 5
2020/6/8, 43, 30, , 26, , 8
2020/6/9, 68, 38, , 33, , 9
2020/6/10, 82, 35, , 35, , 8
2020/6/11, 76, 41, , 35, 1, 8
2020/6/12, 74, 51, , 45, 1, 12
2020/6/13, 104, , , , , 
2020/6/16, 27, 19, , 22, 1, 4
2020/6/17, 46, 25, , 27, , 5
2020/6/18, 59, 37, , 35, 1, 8
2020/6/19, 76, 42, , 38, 1, 10
2020/6/20, 88, 43, , 32, 1, 9
2020/6/21, 84, 47, , 27, 1, 11
2020/6/22, 101, 47, , 39, 1, 9
2020/6/23, 95, 97, , 44, 1, 12
2020/6/24, 111, 44, , 42, 1, 9
2020/6/25, 88, 48, , 38, 1, 7
2020/6/26, 84, 18, , 21, , 4
2020/6/27, 44, 9, , 18, , 3
2020/6/28, 26, 4, , 6, , 1
2020/6/29, 20, 18, , 25, 1, 4
2020/6/30, 47, 35, , 29, 1, 6
2020/7/1, 61, 27, , 24, , 5
2020/1/2, 65, 17, , 25, , 6
2020/1/3, 45, 10, , 12, , 2
2020/1/4, 27, 9, , 11, , 2
2020/1/5, 30, 12, , 13, , 3
2020/1/6, 35, 13, , 28, , 7
2020/1/7, 25, 23, , 29, , 6
2020/1/8, 60, 19, , 25, , 6
2020/1/9, 54, 23, , 25, , 6
2020/1/10, 55, 24, , 27, , 7
2020/1/11, 63, 26, , 20, , 6
2020/1/12, 62, 15, , 11, , 4
2020/1/13, 43, 13, , 13, , 2
2020/1/14, 36, 23, , 16, , 2
2020/1/15, 49, 30, , 30, , 5
2020/1/16, 62, 37, , 31, , 7
2020/1/17, 85, 9, , 11, , 2
2020/1/18, 25, 8, , 8, , 1
2020/1/19, 27, 13, , 7, , 1
2020/1/20, 39, 20, , 14, , 2
2020/1/21, 47, 22, , 16, , 3
2020/1/22, 47, 18, , 15, , 2
2020/1/23, 42, 18, , 22, , 4
2020/1/24, 46, 9, , 14, , 2
2020/1/25, 28, 12, , 12, , 2
2020/1/26, 34, 22, , 14, , 3
2020/1/27, 54, 31, , 34, 1, 6
2020/1/28, 74, 39, , 38, 2, 7
2020/1/29, 88, 27, , 33, 1, 7
2020/1/30, 73, 21, , 26, 1, 7
2020/1/31, 56, 19, , 23, 2, 6
2020/2/1, 51, 18, , 19, 1, 6
2020/2/2, 48, 15, , 18, , 4
2020/2/3, 43, 12, , 20, 1, 4
2020/2/4, 41, 12, , 18, , 4
2020/2/5, 33, 18, , 24, 1, 5
2020/2/6, 47, 17, , 26, 1, 4
2020/2/7, 51, 21, , 32, 1, 7
2020/2/8, 53, 17, , 23, 1, 5
2020/2/9, 46, 16, , 15, 1, 7
2020/2/10, 40, 7, , 14, , 2
2020/2/11, 30, 11, , 12, , 2
2020/2/12, 30, 12, , 13, , 2
2020/2/13, 28, 10, , 14, , 2
2020/2/14, 33, 20, , 20, 1, 3
2020/2/15, 48, 20, , 20, 1, 4
2020/2/16, 50, 26, , 20, 1, 5
2020/2/17, 71, 29, , 35, 2, 7
2020/2/18, 74, 26, , 34, 2, 8
2020/2/19, 66, 27, , 32, 2, 7
2020/2/20, 68, 28, , 31, 2, 8
2020/2/21, 67, 19, , 22, 1, 5
2020/2/22, 42, 14, , 11, , 2
2020/2/23, 33, 17, , 6, , 1
2020/2/24, 34, 19, , 17, 1, 3
2020/2/25, 46, 13, , 18, , 5
2020/2/26, 37, 19, , 22, 1, 7
2020/2/27, 63, 14, , 13, , 2
2020/2/28, 32, 14, , 16, 1, 3
2020/2/29, 31, 9, , 11, , 3
2020/3/1, 37, 6, , 5, , 1
2020/3/2, 25, 9, , 14, , 2
2020/3/3, 31, 10, , 11, , 2
2020/3/4, 27, 16, , 15, , 2
2020/3/5, 35, 18, , 12, , 2
2020/3/6, 34, 20, , 15, , 2
2020/3/7, 38, 22, , 13, , 3
2020/3/8, 41, 17, , 15, , 3
2020/3/9, 45, 24, , 22, 1, 4
2020/3/10, 57, 17, , 22, , 3
2020/3/11, 39, 31, , 21, , 3
2020/3/12, 58, 30, , 21, , 3
2020/3/13, 60, 34, , 25, , 5
2020/3/14, 71, 33, , 18, , 3
2020/3/15, 69, 25, , 19, , 4
2020/3/16, 58, 28, , 31, 1, 6
2020/3/17, 61, 20, , 23, , 5
2020/3/18, 58, 27, , 30, , 5
2020/3/19, 69, 36, , 34, , 8
2020/3/20, 84, 23, , 21, , 3
2020/3/21, 51, 15, , 10, , 2
2020/3/22, 39, 13, , 5, , 1
2020/3/23, 34, 15, , 9, , 
2020/3/24, 29, 14, , 10, , 1
2020/3/25, 26, 19, , 13, 1, 2
2020/3/26, 42, 21, , 16, 1, 2
2020/3/27, 44, 21, , 15, , 2
2020/3/28, 47, 20, , 12, , 2
2020/3/29, 49, 23, , 10, 1, 2
2020/3/30, 33, , , , , 
2019/10/2, 72, 31, 53, 43, 1, 8
2019/10/3, 79, 34, 77, 23, 1, 6
2019/10/4, 73, 39, 52, 26, 1, 4
2019/10/5, 72, 46, 53, 28, 1, 7
2019/10/6, 92, 14, 49, 5, , 3
2019/10/7, 36, 5, 43, 16, , 3
2019/10/8, 23, 16, 29, 22, , 4
2019/10/9, 40, 17, 33, 25, , 5
2019/10/10, 46, 18, 37, 23, 1, 4
2019/10/11, 47, 29, 41, 31, , 6
2019/10/12, 68, 34, 45, 27, 1, 6
2019/10/13, 75, 29, 51, 24, 1, 6
2019/10/14, 66, 34, 76, 22, 1, 6
2019/10/15, 72, 18, 52, 12, , 3
2019/10/16, 40, 21, 53, 13, , 3
2019/10/17, 49, 26, 48, 16, 1, 4
2019/10/18, 60, 39, 66, 39, 1, 8
2019/10/19, 86, 18, 46, 11, 1, 3
2019/10/20, 44, 16, 38, 5, 1, 2
2019/10/21, 31, 28, 28, 26, 1, 7
2019/10/22, 62, 30, 43, 20, 1, 6
2019/10/23, 65, 20, 56, 13, , 3
2019/10/24, 48, 24, 41, 25, 1, 5
2019/10/25, 58, 46, 54, 30, 1, 6
2019/10/26, 93, 25, 64, 14, 1, 4
2019/10/27, 63, 28, 43, 23, 1, 5
2019/10/28, 64, 28, 44, 39, 1, 7
2019/10/29, 63, 37, 50, 45, 1, 9
2019/10/30, 77, 35, 52, 33, 2, 6
2019/10/31, 78, 28, 65, 22, 1, 4
2019/11/1, 63, 25, 53, 15, , 4
2019/11/2, 60, 22, 44, 16, , 4
2019/11/3, 51, 30, 44, 19, , 5
2019/11/4, 64, 31, 51, 34, 1, 6
2019/11/5, 69, 27, 40, 38, , 7
2019/11/6, 60, 16, 39, 14, , 3
2019/11/7, 36, 19, 40, 25, 1, 5
2019/11/8, 50, 22, 31, 25, 1, 5
2019/11/9, 55, 17, 8, 18, , 4
2019/11/10, 43, 15, 13, 21, , 5
2019/11/11, 45, 14, 46, 15, , 4
2019/11/12, 40, 10, 22, 9, , 3
2019/11/13, 22, 20, , 21, 1, 4
2019/11/14, 49, 26, , 40, , 10
2019/11/15, 66, 17, 30, 18, , 5
2019/11/16, 48, 22, 49, 13, 1, 4
2019/11/17, 45, 20, 47, 8, 1, 2
2019/11/18, 48, 17, 28, 14, 1, 3
2019/11/19, 43, 9, 49, 17, 1, 4
2019/11/20, 32, 14, 43, 13, 1, 3
2019/11/21, 38, 22, 38, 21, 1, 5
2019/11/22, 49, 30, 34, 38, 1, 8
2019/11/23, 69, 22, 42, 20, 1, 5
2019/11/24, 47, 23, 29, 5, , 2
2019/11/25, 42, 24, 40, 16, 1, 3
2019/11/26, 48, 31, 37, 26, 1, 5
2019/11/27, 63, 36, 32, 37, , 8
2019/11/28, 75, 15, 23, 19, , 4
2019/11/29, 37, 30, 50, 17, 1, 4
2019/11/30, 56, 28, 48, 21, , 5
2019/12/1, 63, 20, 27, 14, , 4
2019/12/2, 51, 15, 39, 12, , 3
2019/12/3, 36, 22, 46, 14, , 3
2019/12/4, 49, 34, 32, 30, , 6
2019/12/5, 76, 31, 23, 34, 1, 10
2019/12/6, 74, 19, 32, 21, , 5
2019/12/7, 44, 22, 47, 16, 1, 4
2019/12/8, 51, 22, 47, 14, 2, 3
2019/12/9, 58, 28, 27, 32, 1, 6
2019/12/10, 70, 26, 21, 36, 1, 9
2019/12/11, 69, 30, 25, 41, , 10
2019/12/12, 72, 27, 29, 36, 1, 9
2019/12/13, 66, 27, 42, 24, 1, 7
2019/12/14, 69, 17, , 19, , 6
2019/12/15, 48, 19, , 18, , 5
2019/12/16, 49, 30, , 33, 1, 8
2019/12/17, 70, 21, , 33, 1, 6
2019/12/18, 53, 17, , 24, , 6
2019/12/19, 47, 12, , 18, , 4
2019/12/20, 36, 27, , 35, 1, 7
2019/12/21, 64, 22, , 28, 1, 7
2019/12/22, 52, 13, , 18, , 5
2019/12/23, 35, 19, , 26, , 7
2019/12/24, 54, 13, , 11, , 3
2019/12/25, 36, 15, , 9, , 3
2019/12/26, 43, 22, , 17, , 4
2019/12/27, 53, 22, , 13, 1, 3
2019/12/28, 58, 23, , 13, , 4
2019/12/29, 56, 23, , 10, , 3
2019/12/30, 56, , , , , 
2019/7/2, 96, 56, 32, 46, 1, 8
2019/7/3, 121, 56, 27, 44, 3, 3
2019/7/4, 114, 22, 15, , , 5
2019/7/5, 48, 10, 12, 21, 1, 3
2019/7/6, 42, 18, 20, 15, , 3
2019/7/7, 50, 19, 26, 13, , 2
2019/7/8, 58, 24, 25, 27, 1, 4
2019/7/9, 61, 28, 33, 25, 1, 4
2019/7/10, 67, 45, 32, 44, 2, 10
2019/7/11, 104, 55, 34, 49, 2, 12
2019/7/12, 125, 59, 41, 53, 2, 15
2019/7/13, 133, 63, 45, 45, 2, 13
2019/7/14, 131, 55, 41, 34, 1, 12
2019/7/15, 126, 46, 51, 27, 1, 7
2019/7/16, 94, 22, 24, 21, , 4
2019/7/17, 52, 21, 25, 21, 1, 3
2019/7/18, 64, 19, 28, 24, 1, 3
2019/7/19, 49, 36, 30, 38, 2, 7
2019/7/23, 88, 52, 27, 44, 2, 13
2019/7/24, 112, 60, 32, 47, 2, 12
2019/7/25, 122, 59, , 37, 2, 10
2019/7/26, 111, 42, 18, 39, 3, 9
2019/7/27, 85, 68, 38, 30, 1, 10
2019/7/28, 107, , 38, 8, , 2
2019/7/29, 49, , 34, 26, 1, 4
2019/7/30, 71, , 32, 39, 1, 7
2019/7/31, 91, , 33, 38, 2, 8
2019/8/1, 83, 53, 35, 49, 2, 14
2019/8/2, 111, 57, 35, 39, 3, 11
2019/8/3, 109, 10, 18, 10, , 2
2019/8/4, 27, 13, 20, 7, 1, 1
2019/8/5, 33, 16, 18, 17, 1, 3
2019/8/6, 35, 32, 27, 32, 3, 6
2019/8/7, 64, 39, 24, 38, 2, 11
2019/8/8, 85, 47, 31, 43, 2, 10
2019/8/9, 89, 52, 33, 54, 2, 15
2019/8/10, 128, 40, 35, 43, 2, 
2019/8/11, 93, 38, 55, 14, , 7
2019/8/12, 77, 41, 37, 42, 2, 11
2019/8/13, 92, 42, 46, 26, 2, 8
2019/8/14, 92, 7, 23, 13, , 2
2019/8/15, 24, 20, 30, 22, 1, 4
2019/8/16, 43, 35, 33, 40, 1, 8
2019/8/17, 78, 46, 34, 38, 2, 12
2019/8/18, 104, 42, 39, 26, 1, 6
2019/8/19, 79, 14, 21, 16, , 3
2019/8/20, 35, 8, 22, 18, , 3
2019/8/21, 25, 12, 43, 17, , 3
2019/8/22, 36, 11, 32, 15, , 3
2019/8/23, 29, 15, 30, 19, 1, 4
2019/8/24, 37, 10, 38, 11, , 2
2019/8/25, 37, 13, 36, 8, , 2
2019/8/26, 33, 25, 36, 23, 1, 4
2019/8/27, 55, 34, 42, 27, 1, 5
2019/8/28, 77, 27, 42, 22, 1, 4
2019/8/29, 59, 40, 36, 33, 1, 6
2019/8/30, 80, 55, 40, 54, 2, 14
2019/8/31, 121, 57, 37, 38, 2, 10
2019/9/1, 107, 24, 23, 27, , 7
2019/9/2, 56, 18, 36, 26, , 5
2019/9/3, 49, 44, 37, 33, 1, 10
2019/9/4, 72, 22, 24, 19, , 4
2019/9/5, 47, 7, 21, 16, , 3
2019/9/6, 27, 17, 23, 22, 1, 5
2019/9/7, 39, 25, 37, 29, 1, 8
2019/9/8, 57, 31, 41, 25, , 8
2019/9/9, 69, 47, 39, 48, 2, 13
2019/9/10, 105, 57, 43, 58, 2, 14
2019/9/11, 117, 65, 49, 66, 3, 18
2019/9/12, 139, 60, 40, 57, 2, 13
2019/9/13, 127, 20, 55, 13, , 4
2019/9/14, 40, 18, 64, 13, , 4
2019/9/16, 92, 50, 52, 53, 1, 8
2019/9/17, 112, 66, 57, 61, 2, 12
2019/9/18, 135, 62, 48, 42, 2, 10
2019/9/19, 111, 48, 57, 37, 1, 7
2019/9/20, 93, 55, 42, 41, 1, 9
2019/9/21, 114, 6, 39, 10, , 2
2019/9/22, 27, 5, 26, 6, , 2
2019/9/23, 24, 15, 27, 10, , 2
2019/9/24, 31, 30, 45, 23, 1, 4
2019/9/25, 53, 31, 15, 24, 1, 4
2019/9/26, 63, 29, 20, 27, , 5
2019/9/27, 56, 22, 30, 16, , 5
2019/9/28, 46, 17, 39, 11, , 3
2019/9/29, 41, 20, 42, 12, 1, 3
