date, pm25, pm10, o3, no2, so2, co
2019/1/30, 52, 38, 58, 27, , 7
2019/1/31, 71, 37, 88, 29, 1, 7
2019/2/1, 73, 35, 62, 18, 3, 3
2019/2/2, 65, 29, 84, 11, 1, 2
2019/2/3, 70, 14, 34, 2, , 1
2019/2/4, 36, 6, 18, 5, , 1
2019/2/5, 12, 11, 13, 6, , 1
2019/2/6, 20, 9, 9, 12, , 2
2019/2/7, 15, 16, 40, 11, , 1
2019/2/8, 33, 22, 47, 14, , 3
2019/2/9, 48, 20, 64, 9, 1, 1
2019/2/10, 48, 18, 44, 6, , 1
2019/2/11, 45, 21, 41, 9, , 1
2019/2/12, 45, 15, 27, 9, , 1
2019/2/13, 29, 12, 20, 6, , 1
2019/2/14, 19, 16, 16, 6, , 1
2019/2/15, 19, 24, 8, 17, , 4
2019/2/16, 47, 8, 12, 10, , 2
2019/2/17, 16, 10, 16, 8, , 3
2019/2/18, 27, 23, 31, 9, , 2
2019/2/19, 48, 19, 31, 9, , 1
2019/2/20, 37, 17, 32, 8, , 1
2019/2/21, 35, 15, 22, 14, , 2
2019/2/22, 37, 17, 21, 12, , 3
2019/2/23, 40, 17, 32, 10, , 2
2019/2/24, 32, 16, 29, 7, , 3
2019/2/25, 35, 15, 36, 8, 1, 1
2019/2/26, 30, 10, 14, 14, , 2
2019/2/27, 15, 14, 37, 9, , 2
2019/2/28, 26, , , , , 
2019/3/4, 33, 9, 24, 7, , 1
2019/3/5, 23, 14, 35, 8, , 7
2019/3/6, 35, 19, 30, 14, , 5
2019/3/7, 39, 20, 24, 15, , 5
2019/3/8, 41, 18, 29, 12, , 2
2019/3/9, 34, 25, 42, 17, , 4
2019/3/10, 54, 8, 19, 4, , 1
2019/3/11, 20, 8, 13, 6, , 1
2019/3/12, 17, 17, 43, 11, , 2
2019/3/13, 38, 18, 32, 10, , 2
2019/3/14, 34, 16, 25, 12, , 2
2019/3/15, 28, 14, 22, 12, , 2
2019/3/16, 31, 13, 28, 5, , 1
2019/3/17, 29, 11, 28, 6, , 2
2019/3/18, 23, 17, 29, 10, , 2
2019/3/19, 39, 17, 25, 9, , 1
2019/3/20, 31, 12, 21, 7, 7, 1
2019/3/21, 24, 7, 12, 7, 7, 1
2019/3/22, 13, 11, 13, 7, 5, 1
2019/3/23, 15, 17, 48, 7, , 1
2019/3/24, 37, 21, 46, 7, , 2
2019/3/25, 55, 24, 48, 15, , 3
2019/3/26, 59, 27, 43, 14, , 2
2019/3/27, 59, 21, 38, 8, 1, 1
2019/3/28, 44, 12, 14, 8, , 1
2019/3/29, 20, 10, 17, 6, , 1
2019/3/30, 22, 16, 37, 6, , 1
2019/3/31, 29, 16, 44, 6, , 1
2019/4/1, 45, 18, 35, 7, , 1
2018/10/2, 48, 36, 46, 16, , 5
2018/10/3, 68, 30, 47, 12, 1, 4
2018/10/4, 57, 11, 20, 7, 2, 2
2018/10/5, 29, 8, 19, 5, 1, 1
2018/10/6, 18, 12, 19, 6, 1, 2
2018/10/7, 20, 17, 16, 9, 1, 3
2018/10/8, 43, 19, 9, 15, , 4
2018/10/9, 33, 17, 37, 15, , 3
2018/10/10, 24, 16, 32, 10, , 4
2018/10/11, 33, 6, 17, 8, , 2
2018/10/12, 15, 12, 27, 7, , 2
2018/10/13, 31, 28, 35, 9, , 4
2018/10/14, 54, 7, 18, 5, 1, 2
2018/10/15, 18, 12, 7, 12, , 3
2018/10/16, 26, , , , , 
2018/10/18, 44, 17, 43, 11, , 3
2018/10/19, 33, 8, 21, 8, , 2
2018/10/20, 19, 15, 28, 4, 1, 1
2018/10/21, 26, 12, 24, 4, 1, 1
2018/10/22, 24, 22, 40, 9, 1, 2
2018/10/23, 44, 27, 39, 12, 1, 2
2018/10/24, 56, 12, 21, 11, , 2
2018/10/25, 31, 19, 18, 17, , 4
2018/10/26, 40, 26, 19, 17, 1, 3
2018/10/27, 61, 13, 19, 5, , 3
2018/10/28, 26, 9, 22, 2, , 1
2018/10/29, 15, 15, 19, 8, , 1
2018/10/30, 34, 26, 53, 13, 1, 2
2018/10/31, 54, 25, 36, 11, , 2
2018/11/1, 47, 20, 29, 14, 1, 3
2018/11/2, 40, 23, 41, 4, 1, 1
2018/11/3, 57, 16, 38, 4, , 2
2018/11/4, 39, 6, 19, 5, , 1
2018/11/5, 17, 14, 20, 6, , 1
2018/11/6, 29, 16, 16, 9, 1, 2
2018/11/7, 34, 12, 16, 9, 1, 2
2018/11/8, 37, 6, 15, 7, , 2
2018/11/9, 12, 12, 20, 8, , 2
2018/11/10, 23, 18, 21, 9, , 2
2018/11/11, 34, 19, 34, 8, , 3
2018/11/12, 50, 23, 39, 11, , 2
2018/11/13, 57, 24, 41, 12, 1, 3
2018/11/14, 51, 27, 35, 12, 1, 3
2018/11/15, 51, 18, 25, 9, 1, 2
2018/11/16, 42, 16, 25, 6, , 1
2018/11/17, 41, 21, 34, 8, 1, 2
2018/11/18, 47, 20, 24, 6, , 2
2018/11/19, 42, 4, 18, 6, , 1
2018/11/20, 9, 12, 16, 4, 1, 1
2018/11/21, 29, 15, 14, 10, , 2
2018/11/22, 38, 21, 30, 13, 1, 3
2018/11/23, 40, 19, 29, 12, , 4
2018/11/24, 34, 10, 20, 6, , 2
2018/11/25, 20, 8, 22, 4, , 1
2018/11/26, 17, 14, 23, 6, 1, 1
2018/11/27, 32, 21, 28, 7, 1, 1
2018/11/28, 42, 20, 38, 8, 1, 1
2018/11/29, 42, 20, 38, 13, , 3
2018/11/30, 42, 26, 38, 18, 1, 4
2018/12/1, 53, 10, 24, 8, , 2
2018/12/2, 16, 10, 26, 5, , 2
2018/12/3, 23, 12, 18, 7, 1, 2
2018/12/4, 25, 19, 40, 11, 1, 2
2018/12/5, 37, 29, 33, 16, 1, 4
2018/12/6, 57, 26, 43, 13, 1, 2
2018/12/7, 60, 14, 24, 8, 1, 1
2018/12/8, 34, 8, 16, 4, 1, 1
2018/12/9, 18, 15, 34, 6, 3, 1
2018/12/10, 26, 23, 46, 11, 2, 2
2018/12/11, 43, 27, 51, 14, 2, 3
2018/12/12, 49, 25, 57, 11, 1, 2
2018/12/13, 45, 34, 50, 19, 1, 4
2018/12/14, 55, 29, 54, 18, 1, 4
2018/12/15, 62, 30, 51, 14, 1, 3
2018/12/16, 56, 35, 82, 8, 1, 3
2018/12/17, 81, 33, 62, 12, , 3
2018/12/18, 73, 20, 54, 11, , 2
2018/12/19, 43, 23, 73, 14, , 4
2018/12/20, 50, 24, 58, 14, , 3
2018/12/21, 53, 23, 50, 11, , 3
2018/12/22, 42, 16, 44, 13, , 3
2018/12/23, 35, 12, 33, 5, , 2
2018/12/24, 31, 13, 26, 6, , 2
2018/12/25, 38, 13, 21, 3, 1, 1
2018/12/26, 35, 15, 42, 6, 2, 2
2018/12/27, 38, 17, 44, 6, 1, 1
2018/12/28, 42, 16, 33, 10, , 2
2018/12/29, 34, 22, 72, 10, 1, 3
2018/12/30, 54, 17, 40, 4, , 2
2018/12/31, 51, , , , , 
2018/7/2, 110, , 37, 27, , 5
2018/7/3, 90, , 21, 22, , 16
2018/7/4, 82, , 23, 17, , 3
2018/7/5, 51, , 29, 25, , 6
2018/7/6, 92, , 35, 37, , 8
2018/7/7, 124, , 39, 19, , 4
2018/7/8, 92, , 40, 21, , 14
2018/7/9, 118, , 45, 9, , 7
2018/7/10, 73, , 17, 7, , 1
2018/7/11, 25, , 20, 11, , 1
2018/7/12, 28, , 23, 16, , 1
2018/7/13, 53, , 24, 27, , 2
2018/7/14, 88, , , 47, , 8
2018/7/15, 111, , , 23, , 10
2018/7/16, 121, , 33, 43, , 9
2018/7/17, 116, , 34, 27, , 5
2018/7/18, 95, , 32, 26, , 6
2018/7/19, 106, , 40, 22, , 4
2018/7/20, 99, , 35, 22, , 4
2018/7/21, 84, , 27, 21, , 4
2018/7/22, 86, , 16, 5, , 1
2018/7/23, 36, , 31, 23, , 4
2018/7/24, 76, , 21, 15, , 8
2018/7/25, 71, , 19, 11, , 1
2018/7/26, 51, , 14, 31, , 6
2018/7/27, 72, , 36, 25, , 5
2018/7/28, 77, , 47, 26, , 6
2018/7/29, 95, , 36, 21, , 5
2018/7/30, 116, , 22, 23, , 5
2018/7/31, 90, , 16, 13, , 2
2018/8/1, 27, , 18, 11, , 2
2018/8/2, 22, , 13, 15, , 2
2018/8/3, 31, , 6, 20, , 4
2018/8/4, 38, , 19, 15, , 4
2018/8/5, 37, , 15, 12, , 3
2018/8/6, 36, , 6, 24, , 4
2018/8/7, 46, , 17, 14, , 2
2018/8/8, 30, , 25, 19, , 5
2018/8/9, 46, , 26, 10, , 2
2018/8/10, 21, , 28, 11, , 1
2018/8/11, 19, , 27, 12, , 2
2018/8/12, 30, , 27, 6, , 1
2018/8/13, 26, , 26, 11, , 2
2018/8/14, 44, , 29, 21, , 4
2018/8/15, 54, , 21, 15, , 3
2018/8/16, 41, , 22, 12, , 2
2018/8/17, 23, , 20, 10, , 2
2018/8/18, 18, 17, 23, 10, 1, 2
2018/8/19, 38, 26, 33, 12, 1, 3
2018/8/20, 61, 34, 42, 20, 2, 4
2018/8/21, 63, 41, 32, 19, 2, 4
2018/8/22, 65, 38, 33, 21, 1, 4
2018/8/23, 66, 54, 47, 34, 2, 7
2018/8/24, 94, 50, 40, 23, 2, 5
2018/8/25, 80, 20, 24, 9, , 3
2018/8/26, 33, 6, 22, 4, , 1
2018/8/27, 13, 11, 20, 9, , 2
2018/8/28, 26, 21, 26, 15, 1, 2
2018/8/29, 45, 30, 32, 17, 1, 3
2018/8/30, 55, 43, 35, 18, 1, 5
2018/8/31, 44, 40, 41, 25, 1, 6
2018/9/1, 66, 42, 43, 21, 1, 7
2018/9/2, 86, 36, 39, 12, 2, 3
2018/9/3, 78, 25, 24, 10, , 2
2018/9/4, 42, 10, 16, 6, , 1
2018/9/5, 12, 12, 21, 9, , 1
2018/9/6, 14, 21, 24, 12, 1, 2
2018/9/7, 37, 25, 52, 10, 1, 2
2018/9/8, 44, 33, 45, 12, 2, 3
2018/9/9, 70, 31, 47, 7, 2, 2
2018/9/10, 68, 27, 38, 9, 1, 2
2018/9/11, 53, 23, 31, 9, 1, 2
2018/9/12, 48, 20, 26, 6, , 1
2018/9/13, 36, 29, 32, 10, 1, 2
2018/9/14, 52, 28, 13, 19, , 5
2018/9/15, 57, 21, 26, 9, , 3
2018/9/16, 45, 6, 26, 2, , 1
2018/9/17, 14, 13, 19, 12, , 2
2018/9/18, 24, 17, 25, 11, 1, 2
2018/9/19, 32, 21, 35, 11, 2, 3
2018/9/20, 33, 19, 20, 18, , 4
2018/9/21, 34, 21, 34, 17, , 4
2018/9/22, 50, 26, 53, 12, 1, 3
2018/9/23, 61, 19, 46, 9, 1, 3
2018/9/24, 47, 38, 52, 23, 2, 5
2018/9/25, 75, 32, 38, 9, 1, 2
2018/9/26, 71, 36, 40, 14, 1, 3
2018/9/27, 69, 30, 26, 20, , 5
2018/9/28, 60, 20, 23, 12, 1, 3
2018/9/29, 49, 17, 33, 5, , 2
2018/9/30, 43, 22, 36, 7, , 3
2018/10/1, 52, 27, 26, 16, 1, 5
2018/4/2, 41, , 16, 9, , 1
2018/4/3, 35, , 16, 12, , 1
2018/4/4, 46, , 46, 11, , 1
2018/4/5, 46, , 41, 12, , 1
2018/4/6, 63, , 36, 11, , 1
2018/4/7, 57, , 43, 8, , 1
2018/4/8, 56, , 35, 6, , 1
2018/4/9, 55, , 37, 9, , 1
2018/4/10, 49, , 45, 11, , 1
2018/4/11, 60, , 34, 10, , 1
2018/4/12, 62, , 34, 17, , 2
2018/4/13, 77, , 59, 21, , 3
2018/4/14, 99, , 31, 6, , 1
2018/4/15, 50, , 16, 4, , 1
2018/4/16, 27, , 16, 6, , 1
2018/4/17, 28, , 16, 8, , 1
2018/4/18, 29, , 25, 14, , 1
2018/4/19, 43, , 36, 20, , 2
2018/4/20, 64, , 24, 23, , 6
2018/4/21, 64, , 52, 15, , 1
2018/4/22, 79, , 35, 7, , 1
2018/4/23, 63, , 39, 15, , 1
2018/4/24, 80, , 34, 14, , 1
2018/4/25, 78, , 31, 12, , 1
2018/4/26, 44, , 32, 15, , 1
2018/4/27, 71, , 39, 14, , 1
2018/4/28, 68, , 60, 13, , 2
2018/4/29, 75, , 17, 8, , 
2018/4/30, 70, , 40, 6, , 
2018/5/1, 13, , , , , 
2018/5/4, 50, , 38, 22, , 2
2018/5/5, 67, , , , , 
2018/5/8, 48, , 16, 9, , 1
2018/5/9, 34, , 25, 11, , 1
2018/5/10, 36, , 30, 17, , 3
2018/5/11, 58, , 29, 21, , 3
2018/5/12, 78, , 21, 13, , 1
2018/5/13, 57, , 29, 6, , 1
2018/5/14, 47, , 24, 11, , 1
2018/5/15, 55, , 12, 15, , 2
2018/5/16, 61, , 24, 13, , 5
2018/5/17, 64, , 26, 9, , 1
2018/5/18, 48, , 24, 14, , 2
2018/5/19, 58, , 14, 7, , 1
2018/5/20, 40, , 21, 5, , 1
2018/5/21, 29, , 23, 20, , 2
2018/5/22, 56, , 31, 30, , 4
2018/5/23, 94, , 43, 21, , 4
2018/5/24, 91, , 36, 11, , 1
2018/5/25, 64, , 27, 9, , 1
2018/5/26, 59, , 32, 6, , 1
2018/5/27, 65, , 31, 5, , 1
2018/5/28, 67, , 27, 9, , 1
2018/5/29, 58, , 28, 9, , 1
2018/5/30, 60, , 27, 14, , 2
2018/5/31, 62, , 27, 16, , 5
2018/6/1, 82, , 34, 15, , 1
2018/6/2, 85, , 28, 24, , 7
2018/6/3, 91, , 18, 6, , 1
2018/6/4, 39, , 20, 11, , 1
2018/6/5, 39, , 8, 18, , 3
2018/6/6, 62, , 8, 17, , 2
2018/6/7, 64, , 13, 16, , 2
2018/6/8, 59, , 10, 14, , 2
2018/6/9, 52, , 14, 15, , 2
2018/6/10, 65, , 12, 16, , 3
2018/6/11, 66, , 22, 18, , 3
2018/6/12, 65, , 22, 18, , 1
2018/6/13, 59, , 10, 16, , 1
2018/6/14, 47, , 14, 10, , 1
2018/6/15, 26, , 14, 13, , 1
2018/6/16, 35, , 16, 7, , 1
2018/6/17, 23, , 18, 7, , 1
2018/6/18, 38, , 16, 11, , 1
2018/6/19, 41, , 17, 13, , 1
2018/6/20, 50, , 23, 19, , 4
2018/6/21, 64, , 21, 24, , 9
2018/6/22, 81, , 22, 25, , 9
2018/6/23, 83, , 26, 23, , 4
2018/6/24, 83, , 29, 18, , 3
2018/6/25, 101, , 28, 24, , 3
2018/6/26, 77, , 24, 30, , 9
2018/6/27, 82, , 29, 24, , 21
2018/6/28, 104, , 24, 27, , 4
2018/6/29, 94, , 29, 26, , 4
2018/6/30, 76, , 36, 26, , 12
2018/7/1, 92, , 55, 19, , 2
2018/1/2, 41, , 21, 4, , 1
2018/1/3, 30, , 14, 4, , 1
2018/1/4, 25, , 33, 5, , 1
2018/1/5, 38, , 50, 9, , 1
2018/1/6, 53, , 27, 8, , 1
2018/1/7, 52, , 23, 5, , 1
2018/1/8, 37, , 17, 11, , 2
2018/1/9, 33, , 25, 12, , 1
2018/1/10, 55, , 38, 10, , 1
2018/1/11, 57, , 29, 9, , 1
2018/1/12, 57, , 29, 8, , 1
2018/1/13, 40, , 23, 7, , 1
2018/1/14, 35, , 16, 6, , 1
2018/1/15, 33, , , , , 
2018/1/19, 64, , 28, 10, , 1
2018/1/20, 66, , 49, 11, , 2
2018/1/21, 57, , 37, 9, , 1
2018/1/22, 59, , 46, 12, , 1
2018/1/23, 53, , 41, 14, , 2
2018/1/24, 50, , 46, 16, , 3
2018/1/25, 44, , 39, 6, , 1
2018/1/26, 50, , 22, 6, , 1
2018/1/27, 37, , 19, 4, , 1
2018/1/28, 39, , 31, 5, , 1
2018/1/29, 45, , 23, 10, , 2
2018/1/30, 56, , 13, 8, , 1
2018/1/31, 23, , 18, 6, , 1
2018/2/1, 28, , 25, 6, , 1
2018/2/2, 27, , 35, 8, , 1
2018/2/3, 38, , 16, 5, , 1
2018/2/4, 30, , 27, 5, , 1
2018/2/5, 42, , 20, 6, , 1
2018/2/6, 38, , 14, 9, , 1
2018/2/7, 30, , 25, 9, , 2
2018/2/8, 36, , 57, 17, , 2
2018/2/9, 71, , 56, 15, , 1
2018/2/10, 72, , 29, 12, , 2
2018/2/11, 56, , 30, 7, , 1
2018/2/12, 47, , 30, 6, , 1
2018/2/13, 44, , 19, 3, , 1
2018/2/14, 20, , 14, 6, , 1
2018/2/15, 20, , 15, 7, , 1
2018/2/16, 24, , 17, 7, , 1
2018/2/17, 27, , 25, 7, , 1
2018/2/18, 35, , 20, 6, , 1
2018/2/19, 38, , 29, 10, , 1
2018/2/20, 41, , 22, 9, , 1
2018/2/21, 38, , 24, 8, , 1
2018/2/22, 30, , 33, 13, , 1
2018/2/23, 52, , 29, 6, , 1
2018/2/24, 42, , 38, 5, , 1
2018/2/25, 44, , 34, 5, , 1
2018/2/26, 46, , 26, 14, , 3
2018/2/27, 46, , 23, 11, , 2
2018/2/28, 42, , 53, 11, , 1
2018/3/1, 68, , 48, 12, , 1
2018/3/2, 68, , 32, 15, , 2
2018/3/3, 63, , 27, 9, , 1
2018/3/4, 40, , 47, 8, , 1
2018/3/5, 56, , 29, 11, , 2
2018/3/6, 53, , 37, 14, , 1
2018/3/7, 69, , 27, 8, , 1
2018/3/8, 50, , 17, 7, , 1
2018/3/9, 31, , 35, 8, , 1
2018/3/10, 49, , 36, 10, , 1
2018/3/11, 62, , 55, 7, , 1
2018/3/12, 64, , 32, 12, , 4
2018/3/13, 65, , 30, 10, , 2
2018/3/14, 52, , 42, 10, , 2
2018/3/15, 56, , 34, 9, , 1
2018/3/16, 35, , 34, 10, , 1
2018/3/17, 43, , 40, 6, , 1
2018/3/18, 57, , 40, 7, , 1
2018/3/19, 60, , 25, 16, , 2
2018/3/20, 71, , 45, 17, , 3
2018/3/21, 60, , 23, 10, , 1
2018/3/22, 28, , 22, 9, , 1
2018/3/23, 40, , 53, 13, , 2
2018/3/24, 63, , 25, 10, , 1
2018/3/25, 55, , 30, 7, , 1
2018/3/26, 50, , 17, 11, , 2
2018/3/27, 44, , 25, 12, , 2
2018/3/28, 78, , 30, 20, , 3
2018/3/29, 48, , 31, 16, , 7
2018/3/30, 67, , 36, 12, , 2
2018/3/31, 54, , 31, 10, , 2
2018/4/1, 47, , 25, 6, , 
2017/10/10, 67, , 48, 12, , 5
2017/10/11, 75, , 61, 18, , 2
2017/10/12, 78, , 64, 19, , 2
2017/10/13, 73, , 55, 7, , 1
2017/10/14, 78, , 56, 11, , 1
2017/10/15, 63, , 63, 6, , 1
2017/10/17, 44, , 23, 7, , 1
2017/10/18, 59, , 40, 10, , 1
2017/10/19, 67, , 58, 11, , 1
2017/10/20, 70, , 50, 14, , 3
2017/10/21, 45, , 41, 8, , 1
2017/10/22, 68, , 32, 16, , 2
2017/10/23, 65, , 22, 10, , 7
2017/10/24, 28, , 16, 8, , 1
2017/10/25, 50, , 13, 8, , 1
2017/10/26, 64, , 51, 10, , 1
2017/10/27, 35, , 29, 16, , 2
2017/10/28, 62, , 20, 20, , 3
2017/10/29, 35, , 34, 5, , 1
2017/10/30, 64, , 28, 11, , 3
2017/10/31, 61, , 17, 15, , 1
2017/11/1, 35, , 21, 7, , 2
2017/11/2, 39, , 22, 6, , 1
2017/11/3, 45, , 16, 3, , 
2017/11/5, 51, , 36, 5, , 1
2017/11/6, 29, , 20, 5, , 1
2017/11/7, 36, , 17, 7, , 1
2017/11/8, 38, , 22, 7, , 1
2017/11/9, 50, , 29, 9, , 1
2017/11/10, 71, , 26, 14, , 2
2017/11/11, 58, , 31, 11, , 3
2017/11/12, 30, , 22, 7, , 1
2017/11/13, 59, , 41, 13, , 3
2017/11/14, 13, , 41, 12, , 
2017/11/21, 13, , 23, 7, , 
2017/11/24, 36, , 17, 8, , 1
2017/11/25, 61, , 42, 17, , 1
2017/11/26, 74, , 47, 16, , 3
2017/11/27, 40, , 30, 6, , 2
2017/11/28, 35, , 21, 10, , 1
2017/11/29, 32, , 21, 6, , 1
2017/11/30, 48, , 32, 6, , 1
2017/12/1, 54, , 29, 9, , 1
2017/12/2, 56, , 28, 8, , 1
2017/12/3, 28, , 24, 4, , 1
2017/12/4, 41, , 34, 5, , 1
2017/12/5, 64, , 51, 9, , 1
2017/12/6, 62, , 32, 8, , 1
2017/12/7, 49, , 29, 7, , 1
2017/12/8, 60, , 23, 13, , 1
2017/12/9, 57, , 23, 12, , 1
2017/12/10, 38, , 27, 5, , 1
2017/12/11, 67, , 49, 9, , 1
2017/12/12, 62, , 31, 10, , 3
2017/12/13, 33, , 15, 4, , 1
2017/12/14, 48, , 33, 8, , 1
2017/12/15, 70, , 12, 9, , 1
2017/12/16, 75, , 37, 15, , 1
2017/12/17, 81, , 75, 21, , 3
2017/12/18, 49, , 36, 8, , 1
2017/12/19, 37, , 30, 6, , 1
2017/12/20, 66, , 43, 7, , 1
2017/12/21, 56, , 41, 8, , 1
2017/12/22, 48, , 13, 15, , 1
2017/12/23, 37, , 17, 10, , 1
2017/12/24, 32, , 29, 4, , 1
2017/12/25, 33, , 25, 4, , 1
2017/12/26, 37, , 18, 4, , 1
2017/12/27, 38, , 36, 6, , 1
2017/12/28, 40, , 23, 6, , 1
2017/12/29, 47, , 22, 7, , 1
2017/12/30, 38, , 20, 7, , 1
2017/12/31, 27, , 22, 3, , 1
2018/1/1, 67, , 14, 1, , 1
2017/7/2, 53, , 18, 4, , 1
2017/7/3, 20, , 18, 7, , 1
2017/7/4, 18, , 22, 7, , 1
2017/7/5, 28, , 18, 15, , 1
2017/7/6, 48, , 17, 15, , 1
2017/7/7, 62, , 17, 14, , 1
2017/7/8, 62, , 22, 11, , 1
2017/7/9, 50, , 21, 10, , 2
2017/7/10, 58, , 15, 16, , 2
2017/7/11, 58, , 27, 26, , 3
2017/7/12, 76, , 26, 20, , 4
2017/7/13, 86, , 21, 15, , 2
2017/7/14, 85, , 20, 20, , 3
2017/7/15, 87, , 19, 11, , 2
2017/7/16, 63, , 22, 7, , 1
2017/7/17, 43, , 23, 14, , 3
2017/7/18, 68, , 16, 6, , 1
2017/7/19, 17, , 15, 11, , 1
2017/7/20, 40, , 14, 16, , 2
2017/7/21, 62, , 24, 20, , 4
2017/7/22, 97, , 39, 15, , 15
2017/7/23, 92, , 30, 6, , 2
2017/7/24, 70, , 24, 19, , 2
2017/7/25, 74, , 31, 22, , 3
2017/7/26, 85, , 30, 22, , 1
2017/7/27, 80, , 28, 13, , 1
2017/7/28, 70, , 23, 16, , 2
2017/7/29, 65, , 27, 14, , 2
2017/7/30, 69, , 25, 8, , 1
2017/7/31, 62, , 21, 19, , 2
2017/8/1, 62, , 21, 19, , 1
2017/8/2, 71, , 23, 23, , 2
2017/8/3, 83, , 13, 12, , 1
2017/8/4, 57, , 15, 9, , 2
2017/8/5, 25, , 20, 6, , 1
2017/8/6, 17, , 25, 5, , 1
2017/8/7, 26, , 24, 21, , 4
2017/8/8, 68, , 30, 26, , 3
2017/8/9, 84, , 35, 25, , 16
2017/8/10, 97, , 17, 11, , 1
2017/8/11, 53, , 24, 8, , 1
2017/8/12, 45, , 34, 10, , 1
2017/8/13, 67, , 30, 13, , 3
2017/8/14, 83, , 19, 12, , 1
2017/8/15, 72, , 17, 15, , 2
2017/8/16, 47, , 3, 20, , 2
2017/8/17, 62, , 8, 18, , 2
2017/8/18, 36, , 4, 20, , 4
2017/8/19, 63, , 5, 15, , 3
2017/8/20, 57, , 15, 9, , 1
2017/8/21, 35, , 18, 6, , 1
2017/8/22, 15, , 18, 9, , 1
2017/8/23, 37, , 16, 15, , 3
2017/8/24, 62, , 26, 12, , 1
2017/8/25, 65, , 25, 16, , 2
2017/8/26, 68, , 43, 18, , 2
2017/8/27, 81, , 56, 15, , 2
2017/8/28, 78, , 40, 18, , 2
2017/8/29, 93, , 38, 29, , 3
2017/8/30, 118, , 44, 39, , 5
2017/8/31, 123, , 24, 11, , 2
2017/9/1, 64, , 20, 8, , 1
2017/9/2, 89, , 40, 8, , 1
2017/9/3, 65, , 47, 12, , 2
2017/9/4, 83, , 35, 22, , 3
2017/9/5, 72, , 52, 11, , 12
2017/9/6, 105, , , , , 
2017/9/11, 113, , 50, 18, , 1
2017/9/12, 100, , 57, 16, , 1
2017/9/13, 105, , 56, 24, , 3
2017/9/14, 115, , 51, 25, , 4
2017/9/15, 140, , 60, 26, , 8
2017/4/2, 21, , 22, , , 1
2017/4/3, 32, , 28, , , 1
2017/4/4, 38, , 14, , , 3
2017/4/5, 57, , 36, 14, , 3
2017/4/6, 70, , 11, 16, , 2
2017/4/7, 57, , 8, 14, , 2
2017/4/8, 28, , 25, 7, , 1
2017/4/9, 43, , 22, 4, , 1
2017/4/10, 34, , 41, 12, , 2
2017/4/11, 54, , 28, 11, , 1
2017/4/12, 58, , 14, 7, , 1
2017/4/13, 22, , 12, 7, , 1
2017/4/14, 18, , 24, 6, , 1
2017/4/15, 52, , 42, 8, , 2
2017/4/16, 52, , 32, 8, , 2
2017/4/17, 63, , 15, 6, , 1
2017/4/18, 31, , 16, 6, , 1
2017/4/19, 29, , 17, 8, , 1
2017/4/20, 26, , 30, 14, , 2
2017/4/21, 56, , 18, 8, , 1
2017/4/22, 49, , 14, 6, , 1
2017/4/23, 25, , 17, 3, , 1
2017/4/24, 24, , 24, 10, , 2
2017/4/25, 36, , 19, 11, , 4
2017/4/26, 70, , 4, 14, , 3
2017/4/27, 48, , 7, 11, , 1
2017/4/28, 24, , 16, 5, , 1
2017/4/29, 31, , 15, 6, , 1
2017/4/30, 27, , 18, 4, , 1
2017/5/1, 29, , 25, 5, , 1
2017/5/2, 42, , 17, 14, , 2
2017/5/3, 62, , 26, 17, , 3
2017/5/4, 71, , 18, 18, , 3
2017/5/5, 75, , 5, 16, , 2
2017/5/6, 42, , 17, 12, , 2
2017/5/7, 33, , 14, 4, , 1
2017/5/8, 24, , 20, 17, , 4
2017/5/9, 97, , 25, 10, , 2
2017/5/10, 67, , 16, , , 1
2017/5/11, 41, , 16, , , 1
2017/5/12, 31, , 21, , , 2
2017/5/13, 40, , 26, , , 3
2017/5/14, 55, , 18, , , 2
2017/5/15, 46, , 18, , , 1
2017/5/16, 30, , 19, , , 1
2017/5/17, 33, , 13, 2, , 1
2017/5/18, 40, , 10, 8, , 2
2017/5/19, 46, , 2, 12, , 6
2017/5/20, 52, , 17, 10, , 2
2017/5/21, 56, , 4, 8, , 3
2017/5/22, 42, , 10, 6, , 2
2017/5/23, 40, , 23, 7, , 2
2017/5/24, 32, , 12, 16, , 4
2017/5/25, 70, , , 15, , 10
2017/5/26, 84, , 25, 16, , 4
2017/5/27, 70, , 32, 14, , 9
2017/5/28, 80, , 21, 7, , 2
2017/5/29, 76, , 20, 14, , 5
2017/5/30, 60, , 13, 14, , 4
2017/5/31, 48, , 26, 11, , 2
2017/6/1, 44, , 8, 13, , 3
2017/6/2, 45, , 14, 12, , 2
2017/6/3, 37, , 25, 11, , 2
2017/6/4, 54, , 21, 14, , 4
2017/6/5, 71, , 4, 18, , 4
2017/6/6, 50, , 3, 16, , 3
2017/6/7, 50, , 17, 16, , 4
2017/6/8, 55, , 20, 14, , 3
2017/6/9, 62, , 10, 12, , 1
2017/6/10, 40, , 16, 11, , 1
2017/6/11, 33, , 28, 20, , 4
2017/6/12, 82, , 9, 29, , 3
2017/6/13, 95, , , 26, , 2
2017/6/14, 97, , 12, 15, , 2
2017/6/15, 46, , 18, 7, , 1
2017/6/16, 47, , 19, 13, , 3
2017/6/17, 46, , 23, 19, , 15
2017/6/18, 79, , 21, 15, , 3
2017/6/19, 72, , 14, 23, , 3
2017/6/20, 79, , 13, 8, , 1
2017/6/21, 11, , 15, 9, , 1
