date, pm25, pm10, o3, no2, so2, co
2020/10/6, 46, , , , , 
2020/10/7, 79, , , , , 
2020/10/8, 71, , , , , 
2020/10/9, 57, , , , , 
2020/10/10, 60, , , , , 
2020/10/11, 35, , , , , 
2020/10/12, 54, , , , , 
2020/10/13, 71, , 64, 16, , 2
2020/10/14, 70, , 64, 16, , 2
2020/10/15, 76, , 31, 8, , 1
2020/10/16, 51, , 23, 7, , 1
2020/10/17, 25, , 26, 5, , 1
2020/10/18, 44, , 41, 4, , 1
2020/10/19, 32, , 46, 12, , 2
2020/10/20, 47, , 44, 14, , 3
2020/10/21, 82, , 41, 12, , 3
2020/10/22, 63, , 31, 5, , 1
2020/10/23, 43, , 42, 6, , 1
2020/10/24, 53, , 29, 9, , 2
2020/10/25, 48, , 34, 7, , 2
2020/10/26, 59, , 44, 9, , 1
2020/11/11, 58, , 64, 14, , 2
2020/11/12, 43, , 44, 10, , 2
2020/11/13, 56, , 45, 12, , 3
2020/11/14, 69, , 59, 10, , 2
2020/11/15, 71, , 59, 6, , 2
2020/11/16, 75, , 52, 8, , 1
2020/11/17, 64, , 26, 7, , 1
2020/11/18, 68, , 18, 4, , 
2020/11/19, 80, , 9, 9, , 
2020/11/20, 55, , , , , 
2020/11/21, 72, , , , , 
2020/11/22, 69, , 39, 4, , 
2020/11/23, 54, , 34, 5, , 
2020/11/24, 48, , 48, 4, , 
2020/11/25, 60, , 101, 10, , 
2020/11/26, 78, , 8, 15, , 
2020/11/27, 84, , 85, 18, , 
2020/11/28, 80, , , , , 
2020/11/29, 92, , 42, 6, , 
2020/11/30, 66, , 56, 9, , 
2020/12/1, 74, , , , , 
2020/12/2, 63, , , , , 
2020/12/3, 85, , 44, 8, , 1
2020/12/4, 59, , 46, 7, , 1
2020/12/5, 64, , 26, 4, , 1
2020/12/6, 72, , 22, 2, , 1
2020/12/7, 63, , 30, 8, , 1
2020/12/8, 77, , 27, 9, , 1
2020/12/9, 67, , 77, 9, , 2
2020/12/10, 62, , 55, 7, , 1
2020/12/11, 44, , 30, 11, , 2
2020/12/12, 46, , 38, 8, , 2
2020/12/13, 62, , 27, 5, , 1
2020/12/14, 45, , 30, 7, , 1
2020/12/15, 27, , 35, 9, , 1
2020/12/16, 42, , 50, 12, , 2
2020/12/17, 43, , 37, 11, , 2
2020/12/18, 35, , 37, 12, , 2
2020/12/19, 47, , 45, 9, , 2
2020/12/20, 59, , 38, 7, , 1
2020/12/21, 37, , 34, 7, , 1
2020/12/22, 41, , 20, 5, , 1
2020/12/23, 21, , 26, 6, , 1
2020/12/24, 45, , 21, 4, , 1
2020/12/25, 38, , 25, 3, , 1
2020/12/26, 41, , 31, 4, , 1
2020/12/27, 33, , 9, 4, , 1
2020/12/28, 48, , 27, 6, , 1
2020/12/29, 40, , 33, 7, , 1
2020/12/30, 37, , 36, 6, , 1
2020/12/31, 56, , 26, 4, , 1
2021/1/1, 46, , 26, 2, , 1
2021/1/2, 63, , 25, 2, , 1
2021/1/3, 38, , 28, 2, , 1
2021/1/4, 38, , 34, 5, , 1
2020/7/2, 21, , 24, 13, , 1
2020/7/3, 40, , 28, 11, , 1
2020/7/4, 47, , 33, 12, , 4
2020/7/5, 48, , 28, 12, , 5
2020/7/6, 66, , 29, 13, , 2
2020/7/7, 58, , 30, 12, , 2
2020/7/8, 51, , 35, 8, , 1
2020/7/9, 38, , 24, 10, , 2
2020/7/10, 43, , 30, 16, , 3
2020/7/11, 53, , 34, 11, , 3
2020/7/12, 54, , 37, 13, , 4
2020/7/13, 54, , 37, 17, , 4
2020/7/14, 53, , 19, 9, , 2
2020/7/15, 23, , 21, 7, , 1
2020/7/16, 26, , 21, 11, , 2
2020/7/17, 36, , 24, 20, , 4
2020/7/18, 70, , 40, 15, , 4
2020/7/19, 73, , 42, 9, , 2
2020/7/20, 62, , 33, 17, , 4
2020/7/21, 51, , 35, 18, , 5
2020/7/22, 61, , 53, 25, , 8
2020/7/23, 77, , 45, 19, , 3
2020/7/24, 66, , 37, 18, , 3
2020/7/25, 57, , 34, 14, , 6
2020/7/26, 52, , 25, 4, , 1
2020/7/27, 34, , 30, 14, , 5
2020/7/28, 44, , 32, 17, , 5
2020/7/29, 55, , 28, 6, , 1
2020/7/30, 19, , 21, 7, , 2
2020/7/31, 17, , 21, 7, , 2
2020/8/1, 24, , 34, 8, , 1
2020/8/2, 41, , 36, 5, , 3
2020/8/3, 39, , 44, 15, , 2
2020/8/4, 58, , 34, 15, , 2
2020/8/5, 57, , 45, 13, , 2
2020/8/6, 51, , 32, 23, , 3
2020/8/7, 53, , 39, 20, , 3
2020/8/8, 53, , 44, 18, , 4
2020/8/9, 53, , 49, 11, , 2
2020/8/11, 67, , 34, 21, , 4
2020/8/12, 67, , 38, 14, , 2
2020/8/13, 71, , 43, 20, , 3
2020/8/14, 73, , 58, 18, , 3
2020/8/15, 72, , 30, 11, , 2
2020/8/16, 56, , 25, 8, , 3
2020/8/17, 28, , 19, 10, , 2
2020/8/18, 29, , 15, 15, , 3
2020/8/19, 32, , 23, 11, , 2
2020/8/20, 36, , 21, 8, , 1
2020/8/21, 21, , 24, 6, , 1
2020/8/22, 11, , 23, 4, , 1
2020/8/23, 14, , 28, 4, , 1
2020/8/24, 21, , 30, 7, , 1
2020/8/25, 24, , 26, 8, , 1
2020/8/26, 16, , 34, 12, , 1
2020/8/27, 36, , 35, 18, , 3
2020/8/28, 46, , 55, 21, , 4
2020/8/29, 64, , 50, 18, , 7
2020/8/30, 64, , 49, 17, , 7
2020/8/31, 73, , 42, 5, , 1
2020/9/1, 38, , 30, 6, , 1
2020/9/2, 38, , 37, 8, , 1
2020/9/3, 39, , 48, 15, , 3
2020/9/4, 44, , 47, 22, , 7
2020/9/5, 77, , 54, 9, , 2
2020/9/6, 62, , 61, 9, , 2
2020/9/7, 59, , 82, 5, , 1
2020/9/8, 78, , 53, 10, , 2
2020/9/9, 67, , 52, 11, , 2
2020/9/10, 75, , 74, 14, , 3
2020/9/11, 78, , 80, 20, , 5
2020/9/12, 92, , 80, 19, , 6
2020/9/13, 110, , 83, 12, , 4
2020/9/14, 90, , 75, 16, , 4
2020/9/15, 95, , 24, 6, , 1
2020/9/16, 20, , 56, 10, , 2
2020/9/17, 57, , 48, 17, , 3
2020/9/18, 82, , 29, 27, , 6
2020/9/19, 85, , 77, 28, , 13
2020/9/20, 131, , 37, 2, , 1
2020/9/21, 35, , 20, 5, , 1
2020/9/22, 12, , 19, 7, , 1
2020/9/23, 20, , 23, 8, , 1
2020/9/24, 30, , 46, 9, , 1
2020/9/25, 47, , 73, 17, , 3
2020/9/26, 61, , 81, 20, , 6
2020/9/27, 80, , 61, 14, , 3
2020/9/28, 65, , 37, 14, , 3
2020/9/29, 61, , 31, 10, , 2
2020/9/30, 58, , 62, 13, , 3
2020/10/1, 73, , 83, 20, , 5
2020/4/2, 36, , , 6, , 1
2020/4/3, 34, , , 7, , 1
2020/4/4, 39, , 40, 3, , 1
2020/4/5, 26, , 46, 5, , 1
2020/4/6, 34, , 42, 11, , 2
2020/4/7, 50, , 28, 5, , 1
2020/4/8, 38, , 18, 3, , 1
2020/4/9, 13, , 32, 5, , 1
2020/4/10, 26, , 41, 4, , 1
2020/4/11, 33, , 33, 3, , 1
2020/4/12, 31, , 33, 3, , 1
2020/4/13, 26, , 39, 5, , 1
2020/4/14, 33, , 18, 8, , 1
2020/4/15, 40, , 28, 8, , 1
2020/4/16, 32, , 33, 9, , 2
2020/4/17, 47, , 27, 5, , 1
2020/4/18, 25, , 25, 4, , 11
2020/4/19, 22, , 12, 3, , 15
2020/4/20, 23, , 34, 5, , 1
2020/4/21, 28, , 41, 5, , 1
2020/4/22, 31, , 42, 7, , 1
2020/4/23, 46, , 41, 7, , 1
2020/4/24, 41, , 38, 8, , 1
2020/4/25, 54, , 55, 11, , 3
2020/4/26, 59, , 7, 26, , 5
2020/4/27, 63, , 40, 5, , 1
2020/4/28, 37, , 32, 10, , 2
2020/4/29, 34, , 36, 12, , 2
2020/4/30, 45, , 42, 20, , 4
2020/5/1, 80, , 51, 15, , 6
2020/5/2, 82, , 32, 8, , 3
2020/5/3, 66, , 27, 2, , 1
2020/5/4, 17, , 30, 6, , 1
2020/5/5, 29, , 34, 12, , 2
2020/5/6, 57, , 29, 11, , 19
2020/5/7, 58, , 18, 4, , 5
2020/5/8, 14, , 21, 6, , 1
2020/5/9, 17, , 30, 7, , 1
2020/5/10, 22, , 36, 7, , 2
2020/5/11, 39, , 35, 12, , 3
2020/5/12, 42, , 35, 16, , 5
2020/5/13, 64, , 24, 18, , 3
2020/5/14, 59, , 16, 10, , 1
2020/5/15, 41, , 18, 6, , 1
2020/5/16, 18, , 29, 8, , 1
2020/5/17, 33, , 48, 13, , 4
2020/5/18, 61, , 43, 14, , 3
2020/5/19, 64, , 29, 8, , 1
2020/5/20, 52, , 30, 10, , 1
2020/5/21, 47, , 33, 13, , 3
2020/5/22, 48, , 23, 11, , 3
2020/5/23, 50, , 16, 4, , 1
2020/5/24, 25, , 18, 2, , 1
2020/5/25, 12, , 27, 4, , 2
2020/5/26, 16, , 7, 10, , 
2020/5/27, 24, , 25, 14, , 10
2020/5/28, 38, , 29, 10, , 1
2020/5/29, 32, , 29, 23, , 4
2020/5/30, 64, , 44, 21, , 9
2020/5/31, 92, , 45, 17, , 6
2020/6/1, 86, , 39, 19, , 3
2020/6/2, 68, , 14, 14, , 4
2020/6/3, 61, , 22, 14, , 3
2020/6/4, 40, , 22, 9, , 1
2020/6/5, 34, , 16, 13, , 3
2020/6/6, 58, , 18, 11, , 5
2020/6/7, 55, , 25, 5, , 2
2020/6/8, 22, , 20, 10, , 3
2020/6/9, 35, , 13, 12, , 5
2020/6/10, 51, , 24, 12, , 2
2020/6/11, 31, , 33, 12, , 2
2020/6/12, 44, , 38, 20, , 5
2020/6/13, 55, , 36, 17, , 11
2020/6/14, 75, , 23, 2, , 1
2020/6/15, 17, , 19, 6, , 1
2020/6/16, 15, , 19, 9, , 1
2020/6/17, 32, , 26, 9, , 1
2020/6/18, 35, , 26, 12, , 2
2020/6/19, 35, , 30, 13, , 3
2020/6/20, 41, , 35, 16, , 7
2020/6/21, 48, , 27, 17, , 12
2020/6/22, 80, , 39, 19, , 7
2020/6/23, 69, , 27, 24, , 3
2020/6/24, 54, , 31, 17, , 2
2020/6/25, 43, , 32, 15, , 4
2020/6/26, 54, , 15, 8, , 1
2020/6/27, 24, , 20, 6, , 1
2020/6/28, 11, , 22, 2, , 1
2020/6/29, 12, , 19, 12, , 2
2020/6/30, 34, , 25, 8, , 1
2020/7/1, 30, , 23, 6, , 1
2020/1/2, 97, , , , , 
2020/1/3, 29, , , , , 
2020/1/4, 17, , , , , 
2020/1/5, 28, , , , , 
2020/1/6, 32, , , , , 
2020/1/7, 37, , 31, 12, , 
2020/1/8, 55, , 25, 10, , 
2020/1/9, 69, , 21, 8, , 
2020/1/10, 37, , 29, 11, , 
2020/1/11, 30, , 24, 9, , 
2020/1/12, 38, , 18, 2, , 
2020/1/13, 29, , 18, 6, , 
2020/1/14, 27, , 27, 7, , 
2020/1/15, 38, , 42, 12, , 
2020/1/16, 47, , 28, 16, , 
2020/1/17, 55, , 17, 6, , 
2020/1/18, 13, , 14, 5, , 
2020/1/19, 20, , 20, 5, , 
2020/1/20, 31, , 20, 8, , 
2020/1/21, 30, , 49, 7, , 1
2020/1/22, 40, , 24, 7, , 1
2020/1/23, 29, , 12, 12, , 2
2020/1/24, 32, , 17, 10, , 1
2020/1/25, 19, , 29, 5, , 1
2020/1/26, 20, , 45, 11, , 3
2020/1/27, 38, , 68, 18, , 2
2020/1/28, 51, , 44, 17, , 2
2020/1/29, 62, , 39, 9, , 2
2020/1/30, 38, , 21, 8, , 2
2020/1/31, 25, , 16, 8, , 1
2020/2/1, 22, , 20, 7, , 1
2020/2/2, 21, , 30, 7, , 2
2020/2/3, 32, , 15, 10, , 2
2020/2/4, 22, , 28, 9, , 1
2020/2/5, 19, , 29, 10, , 2
2020/2/6, 29, , 29, 12, , 2
2020/2/7, 32, , 23, 12, , 2
2020/2/8, 28, , 28, 8, , 2
2020/2/9, 26, , 23, 6, , 2
2020/2/10, 24, , 13, 6, , 1
2020/2/11, 11, , 15, 7, , 1
2020/2/12, 19, , 16, 7, , 1
2020/2/13, 17, , 21, 7, , 3
2020/2/14, 17, , 42, 9, , 1
2020/2/15, 33, , 39, 9, , 1
2020/2/16, 32, , 51, 8, , 2
2020/2/17, 58, , 48, 11, , 3
2020/2/18, 49, , 42, 11, , 2
2020/2/19, 37, , 40, 14, , 3
2020/2/20, 34, , 29, 15, , 3
2020/2/21, 39, , 22, 10, , 1
2020/2/22, 27, , 18, 7, , 1
2020/2/23, 20, , 26, 3, , 1
2020/2/24, 25, , 47, 8, , 1
2020/2/25, 40, , 32, 6, , 1
2020/2/26, 25, , 17, 8, , 1
2020/2/27, 19, , 20, 6, , 1
2020/2/28, 15, , 13, 8, , 1
2020/2/29, 21, , 19, 8, , 1
2020/3/1, 23, , 17, 3, , 1
2020/3/2, 11, , 22, 5, , 1
2020/3/3, 19, , 14, 8, , 1
2020/3/4, 13, , 23, 8, , 1
2020/3/5, 23, , 20, 8, , 1
2020/3/6, 22, , 35, 7, , 1
2020/3/7, 27, , 41, 5, , 1
2020/3/8, 37, , 36, 5, , 2
2020/3/9, 41, , 64, 8, , 1
2020/3/10, 44, , 64, 8, , 1
2020/3/11, 46, , 55, 8, , 1
2020/3/12, 48, , 66, 10, , 1
2020/3/13, 47, , 62, 11, , 1
2020/3/14, 61, , 74, 7, , 1
2020/3/15, 62, , 38, 6, , 1
2020/3/16, 47, , 38, 9, , 1
2020/3/17, 29, , 47, 9, , 2
2020/3/18, 30, , 60, 11, , 2
2020/3/19, 47, , 31, , , 3
2020/3/20, 52, , 25, , , 3
2020/3/21, 25, , 21, , , 2
2020/3/22, 26, , , , , 
2020/3/23, 25, , , , , 
2020/3/24, 14, , , , , 
2020/3/25, 19, , , , , 
2020/3/26, 23, , , 8, , 
2020/3/27, 30, , , 6, , 1
2020/3/28, 41, , 44, 6, , 1
2020/3/29, 45, , 15, 6, , 1
2020/3/30, 42, , , , , 
2019/10/2, 55, 33, 81, 19, 1, 4
2019/10/3, 55, 23, 40, 6, , 4
2019/10/4, 55, 32, 73, 15, 1, 2
2019/10/5, 55, 36, 72, 17, 1, 3
2019/10/6, 55, 9, 30, , , 1
2019/10/7, 55, 6, 22, , , 1
2019/10/9, 28, 13, 24, 10, , 2
2019/10/10, 29, 16, 24, 6, 1, 1
2019/10/11, 30, 23, 26, 19, , 5
2019/10/12, 34, 25, 69, 17, 1, 4
2019/10/13, 57, 22, 57, 10, 1, 3
2019/10/14, 52, 25, 56, 11, 1, 2
2019/10/15, 58, 15, 22, 8, , 2
2019/10/16, 39, 18, 31, 7, , 2
2019/10/17, 58, 24, 46, 8, 1, 2
2019/10/18, 62, 33, 50, 16, , 4
2019/10/19, 70, 11, 35, 5, , 2
2019/10/20, 36, 11, 25, 2, 1, 1
2019/10/21, 20, 26, 20, 16, 1, 4
2019/10/22, 56, 24, 25, 12, 1, 3
2019/10/23, 51, 17, 38, 6, , 1
2019/10/24, 36, 20, 32, 10, , 2
2019/10/25, 47, 35, 43, 16, 1, 3
2019/10/26, 71, 23, 42, 7, 1, 2
2019/10/27, 60, 21, 49, 6, 1, 2
2019/10/28, 50, 21, 48, 9, 1, 2
2019/10/29, 48, 29, 47, 15, 1, 3
2019/10/30, 51, 26, 84, 10, 1, 2
2019/10/31, 51, 22, 32, 10, 1, 2
2019/11/1, 51, 21, 35, 6, , 2
2019/11/2, 53, 18, 41, 4, , 2
2019/11/3, 43, 26, 47, 6, , 3
2019/11/4, 61, 19, 50, 6, 1, 2
2019/11/5, 42, 17, 39, 7, , 2
2019/11/6, 32, 16, 25, 7, , 2
2019/11/7, 27, 16, 15, 12, , 3
2019/11/8, 37, 18, 19, 12, 1, 2
2019/11/9, 43, 11, 12, 6, , 2
2019/11/10, 39, 15, 25, 7, , 3
2019/11/11, 37, 9, 24, 7, , 2
2019/11/12, 32, 8, 16, 4, , 1
2019/11/13, 18, 20, 31, 8, 1, 2
2019/11/14, 38, 16, 26, 9, , 2
2019/11/15, 35, 11, 20, 6, , 2
2019/11/16, 28, 16, 27, 5, 2, 2
2019/11/17, 35, 16, 40, 3, 2, 1
2019/11/18, 37, 16, 22, 7, 1, 2
2019/11/19, 40, 16, 29, 9, 1, 1
2019/11/20, 38, 12, 29, 4, 1, 1
2019/11/21, 32, 20, 57, 8, 1, 2
2019/11/22, 44, 20, 38, 12, , 2
2019/11/23, 39, 14, 33, 5, , 1
2019/11/24, 30, 16, 23, 2, , 1
2019/11/25, 30, 18, 35, 7, 1, 2
2019/11/26, 39, 30, 55, 12, 1, 2
2019/11/27, 55, 28, 26, 15, , 3
2019/11/28, 43, 14, 19, 9, , 2
2019/11/29, 17, 26, 33, 8, 1, 2
2019/11/30, 55, 26, 60, 11, , 3
2019/12/1, 57, 14, 33, 5, , 2
2019/12/2, 37, 11, 21, 4, , 1
2019/12/3, 27, 22, 15, 8, 1, 2
2019/12/4, 40, 30, 40, 15, 1, 3
2019/12/5, 59, 23, 23, 12, , 3
2019/12/6, 42, 14, 24, 10, , 2
2019/12/7, 30, 21, 46, 6, 1, 2
2019/12/8, 43, 19, 53, 8, 1, 2
2019/12/9, 45, 27, 27, 13, , 3
2019/12/10, 59, 21, 14, 19, , 5
2019/12/11, 37, 24, 38, 23, , 5
2019/12/12, 60, 18, 22, 14, , 3
2019/12/13, 29, 26, 27, 10, , 4
2019/12/14, 54, , 31, 4, , 2
2019/12/15, 38, , 28, 4, , 2
2019/12/16, 32, , 35, 8, , 3
2019/12/17, 38, , 36, 8, , 2
2019/12/18, 32, , 3, 15, , 3
2019/12/19, 50, , , , , 
2019/12/27, 22, , 8, , , 
2019/12/28, 39, , , , , 
2019/12/29, 63, , , , , 
2019/12/30, 54, , , , , 
2019/7/2, 37, 41, 29, 19, 1, 
2019/7/3, 74, 38, 27, 19, 1, 
2019/7/4, 65, 11, 8, 16, , 
2019/7/5, 25, 8, 14, 10, , 1
2019/7/6, 14, 13, 20, 9, , 1
2019/7/7, 25, 14, 22, 7, , 1
2019/7/8, 32, 18, 20, 13, 1, 2
2019/7/9, 29, 21, 26, 13, 1, 3
2019/7/10, 53, 28, 20, 25, 1, 6
2019/7/11, 69, 36, 31, 28, 1, 9
2019/7/12, 84, 43, 31, 32, 1, 12
2019/7/13, 97, 43, 37, 28, 1, 10
2019/7/14, 98, 41, 33, 24, 1, 10
2019/7/15, 109, 32, 36, 16, 1, 6
2019/7/16, 71, 13, 17, 10, , 1
2019/7/17, 34, 15, 19, 12, 1, 2
2019/7/18, 29, 14, 20, 11, 1, 1
2019/7/19, 26, 26, 23, 16, , 3
2019/7/20, 52, 36, 27, 16, , 5
2019/7/21, 58, 29, 23, 13, , 5
2019/7/22, 61, 25, 23, 16, 1, 4
2019/7/23, 41, 28, 27, 21, 1, 5
2019/7/24, 57, 43, 34, 29, 1, 10
2019/7/25, 93, 34, 35, 23, 2, 5
2019/7/26, 72, 30, 27, 17, 1, 3
2019/7/27, 65, 32, 41, 18, 1, 4
2019/7/28, 74, 17, 33, 5, , 1
2019/7/29, 50, 27, 30, 11, 1, 2
2019/7/30, 63, 31, 27, 17, 1, 3
2019/7/31, 63, 24, 29, 25, 1, 5
2019/8/1, 55, 33, 30, 25, 1, 7
2019/8/2, 69, 39, 30, 23, 1, 11
2019/8/3, 79, 6, 22, 6, , 1
2019/8/4, 29, 9, 20, 5, , 1
2019/8/5, 31, 12, 20, 10, , 2
2019/8/6, 28, 23, 21, 17, 1, 3
2019/8/7, 49, 21, 20, 16, 1, 4
2019/8/8, 41, 28, 34, 22, 1, 4
2019/8/9, 58, 32, 32, 24, 2, 5
2019/8/10, 71, 28, 38, 17, 1, 
2019/8/11, 57, 27, 31, 12, , 9
2019/8/12, 69, 32, 27, 24, 1, 20
2019/8/13, 65, 30, 18, 16, 1, 10
2019/8/14, 83, 5, 20, 7, , 1
2019/8/15, 16, 14, 24, 11, 1, 12
2019/8/16, 23, 27, 25, 22, 1, 4
2019/8/17, 61, 31, 34, 16, 1, 4
2019/8/18, 57, 30, 40, 13, , 4
2019/8/19, 70, 11, 27, 9, , 8
2019/8/20, 28, 7, 16, 10, , 2
2019/8/21, 26, 9, 19, 10, , 2
2019/8/22, 24, 9, 19, 8, , 1
2019/8/23, 28, 10, 21, 10, , 3
2019/8/24, 30, 10, 24, 5, , 1
2019/8/25, 23, 10, 25, 4, , 1
2019/8/26, 29, 22, 28, 11, 1, 3
2019/8/27, 47, 27, 33, 12, 1, 3
2019/8/28, 67, 21, 33, 10, 1, 3
2019/8/29, 51, 33, 42, 19, 1, 4
2019/8/30, 72, 43, 43, 25, 1, 7
2019/8/31, 80, 46, 42, 17, 2, 5
2019/9/1, 98, 18, 20, 11, , 4
2019/9/2, 40, , 15, 12, 1, 3
2019/9/3, 34, 38, 9, 21, , 6
2019/9/4, 66, 14, 13, 12, , 2
2019/9/5, 44, 8, 17, 8, , 4
2019/9/6, 17, 11, 16, 12, , 2
2019/9/7, 29, 19, 40, 12, , 4
2019/9/8, 58, 26, 47, 13, 1, 5
2019/9/9, 59, 29, 38, 15, 1, 4
2019/9/10, 57, 38, 49, 25, 2, 6
2019/9/11, 71, 50, 71, 32, 3, 9
2019/9/12, 95, 50, 50, 28, 2, 5
2019/9/13, 102, 14, 31, 8, , 2
2019/9/14, 38, 13, 26, 6, , 2
2019/9/15, 37, 31, 56, 10, 1, 5
2019/9/16, 80, 38, 58, 10, 1, 4
2019/9/17, 82, 54, , 39, 1, 
2019/9/19, 79, 38, 42, 16, 1, 3
2019/9/20, 80, 40, 32, 19, , 4
2019/9/21, 97, 4, 18, 3, , 1
2019/9/22, 16, 3, 19, , , 1
2019/9/23, 10, 14, 22, 10, , 1
2019/9/24, 23, 27, 31, 15, 1, 2
2019/9/26, 30, 18, 18, 20, , 3
2019/9/27, 30, 11, 20, 9, , 2
2019/9/28, 27, 13, 21, 4, , 1
2019/9/30, 55, 23, 35, 14, 1, 2
2019/10/1, 55, 29, 62, 18, 1, 3
2019/4/2, 45, 23, 43, 11, 1, 2
2019/4/3, 47, 32, 70, 21, 1, 4
2019/4/4, 69, 42, 62, 25, 2, 4
2019/4/5, 79, 45, 37, 20, 1, 3
2019/4/6, 83, 22, 32, 10, , 2
2019/4/7, 41, 12, 18, 9, , 2
2019/4/8, 33, 9, 8, 9, , 1
2019/4/9, 13, 5, 11, 10, , 1
2019/4/10, 15, 8, 15, 7, , 
2019/4/11, 14, 19, 35, 11, , 
2019/4/12, 41, 23, 36, 10, , 2
2019/4/13, 54, 29, 60, 8, , 2
2019/4/14, 71, 14, 13, 5, , 2
2019/4/15, 35, 18, 26, 7, , 2
2019/4/16, 42, 16, 21, 9, , 2
2019/4/17, 34, 14, 21, 7, , 1
2019/4/18, 24, 12, 25, 7, , 1
2019/4/19, 22, 19, 59, 13, , 2
2019/4/20, 43, 24, 38, 15, , 4
2019/4/21, 51, 28, 34, 14, , 5
2019/4/22, 67, 34, 52, 14, 1, 3
2019/4/23, 78, 21, 32, 9, , 1
2019/4/24, 49, 24, 29, 13, , 2
2019/4/25, 61, 28, 44, 10, , 2
2019/4/26, 66, 32, 36, 13, , 2
2019/4/27, 69, 27, 33, 10, , 3
2019/4/28, 60, 20, 27, 6, , 2
2019/4/29, 38, 10, 14, 7, , 1
2019/4/30, 21, 19, 31, 10, , 1
2019/5/1, 52, 21, 38, 9, , 1
2019/5/2, 55, 38, 30, 21, 1, 6
2019/5/3, 78, 38, 32, 19, 1, 5
2019/5/4, 80, 34, 43, 17, 1, 4
2019/5/5, 81, 26, 35, 11, 1, 3
2019/5/6, 73, 30, 28, 13, , 3
2019/5/7, 61, 13, 17, 8, , 1
2019/5/8, 27, 9, 13, 6, , 1
2019/5/9, 16, 16, 15, 10, , 1
2019/5/10, 31, 29, 27, 15, , 3
2019/5/11, 56, 32, 27, 14, , 3
2019/5/12, 61, 26, 25, 10, , 6
2019/5/13, 52, 20, 28, 10, , 2
2019/5/14, 48, 19, 21, 11, , 2
2019/5/15, 43, 7, 16, 5, , 1
2019/5/16, 15, 5, 14, 8, , 1
2019/5/17, 13, 10, 11, 10, , 1
2019/5/18, 19, 15, 8, 13, , 4
2019/5/19, 38, 14, 19, 7, , 3
2019/5/20, 31, 21, 17, 14, , 3
2019/5/21, 49, 33, 30, 21, , 4
2019/5/22, 63, 33, 31, 27, 1, 7
2019/5/23, 68, 41, 32, 25, 1, 7
2019/5/24, 72, 26, 16, 14, , 2
2019/5/25, 53, 8, 16, 5, , 1
2019/5/26, 15, 13, 26, 5, , 1
2019/5/27, 31, 20, 24, 20, , 4
2019/5/28, 47, 27, 26, 20, 1, 5
2019/5/29, 67, 14, 18, 16, , 3
2019/5/30, 42, 17, 12, 15, , 4
2019/5/31, 44, 24, 23, 11, , 4
2019/6/1, 60, 13, 11, 13, , 4
2019/6/2, 33, 13, 6, 9, , 4
2019/6/3, 29, 12, 5, 13, , 3
2019/6/4, 27, 5, 21, 7, , 1
2019/6/5, 13, 6, 16, 10, , 1
2019/6/6, 14, 13, 16, 11, 1, 2
2019/6/7, 26, 21, 23, 19, , 3
2019/6/8, 44, 24, 23, 22, 1, 9
2019/6/9, 74, 24, 30, 15, 2, 8
2019/6/10, 73, 18, 26, 17, 1, 3
2019/6/11, 55, 32, 21, 25, 1, 6
2019/6/12, 83, 26, 22, 21, 1, 6
2019/6/13, 65, 31, 20, 22, 1, 10
2019/6/14, 73, 23, 24, 19, 1, 4
2019/6/15, 55, 25, 25, 18, 2, 4
2019/6/16, 60, 24, 38, 16, 1, 4
2019/6/17, 69, 29, 32, 17, 1, 3
2019/6/18, 64, 27, 23, 19, , 3
2019/6/19, 67, 40, 21, 24, 1, 5
2019/6/20, 79, 34, 22, 14, , 7
2019/6/21, 76, 14, 19, 7, , 1
2019/6/22, 35, 25, 25, 12, 1, 2
2019/6/23, 62, 33, 29, 13, 1, 4
2019/6/24, 81, 32, 28, 18, , 3
2019/6/25, 47, 28, 25, 17, , 3
2019/6/26, 50, 31, 25, 17, , 5
2019/6/27, 57, 24, 14, 14, , 2
2019/6/28, 50, 31, 29, 15, , 2
2019/6/29, 67, 30, 26, 15, , 4
2019/6/30, 64, 24, 26, 11, , 3
2019/7/1, 69, 26, 27, 15, , 
2019/1/2, 59, 17, 29, 5, , 1
2019/1/3, 39, 15, 33, 5, 1, 1
2019/1/4, 31, 11, 20, 8, , 1
2019/1/5, 20, 9, 17, 6, , 1
2019/1/6, 20, 10, 28, 4, , 1
2019/1/7, 24, 16, 35, 10, , 3
2019/1/8, 33, 22, 39, 12, 1, 2
2019/1/9, 38, 25, 76, 6, , 2
2019/1/10, 57, 24, 57, 7, , 1
2019/1/11, 49, 19, 60, 16, , 3
2019/1/12, 42, 25, 65, 11, , 3
2019/1/13, 56, 22, 40, 5, , 1
2019/1/14, 57, 23, 43, 9, , 2
2019/1/15, 53, 25, 45, 8, , 2
2019/1/16, 55, 29, 42, 10, , 2
2019/1/17, 46, 18, 60, 15, , 2
2019/1/18, 36, 18, 51, 11, , 3
2019/1/19, 39, 19, 53, 8, , 2
2019/1/20, 44, 11, 46, 3, , 1
2019/1/21, 30, 18, 40, 8, , 2
2019/1/22, 37, 24, 55, 11, 1, 2
2019/1/23, 50, 22, 55, 8, , 1
2019/1/24, 54, 25, 48, 10, , 1
2019/1/25, 40, 15, 24, 7, , 1
2019/1/26, 30, 15, 47, 14, , 2
2019/1/27, 38, 13, 25, 5, , 1
2019/1/28, 30, 23, 39, 10, , 3
2019/1/29, 50, 26, 50, 19, , 3
