date, pm25, pm10, o3, no2, so2, co
2021/6/10, 52, 27, , 23, , 7
2021/6/11, 67, 21, , 26, , 9
2021/6/12, 54, 22, , 26, , 8
2021/6/13, 56, 13, , 19, , 4
2021/6/14, 32, 19, , 21, 1, 4
2021/6/15, 42, 28, , 28, , 5
2021/6/16, 67, 20, , 29, , 5
2021/6/17, 47, 15, , 31, , 7
2021/6/18, 42, 21, , 30, 1, 6
2021/6/19, 53, 24, , 20, 1, 5
2021/6/20, 60, 25, , 19, , 7
2021/6/21, 66, 18, , 29, 1, 6
2021/6/22, 44, 20, , 27, , 7
2021/6/23, 50, 13, , 25, , 6
2021/6/24, 39, 22, , 24, , 7
2021/6/25, 47, 42, , 44, 2, 12
2021/6/26, 83, 41, , 28, 1, 8
2021/6/27, 91, 31, , 22, , 7
2021/6/28, 68, 32, , 35, 1, 11
2021/6/29, 70, 16, , 23, , 7
2021/6/30, 40, 23, , 28, , 6
2021/7/1, 45, 19, , 25, 1, 4
2021/1/5, 40, 22, , 23, , 4
2021/1/6, 49, 28, , 26, , 6
2021/1/7, 75, 17, , 22, , 4
2021/1/8, 40, , , , , 
2021/1/20, 96, 25, , 24, , 10
2021/1/21, 73, 29, , 30, , 7
2021/1/23, 90, 24, , 23, , 4
2021/1/24, 61, 24, , 18, , 4
2021/1/25, 61, 22, , 21, , 3
2021/1/26, 55, 24, , 29, , 5
2021/1/27, 57, 30, , 24, , 4
2021/1/28, 57, 20, , 28, , 6
2021/1/29, 46, 32, , 34, , 8
2021/1/30, 65, 32, , 30, , 6
2021/1/31, 70, 26, , 19, , 5
2021/2/1, 61, 24, , 23, , 4
2021/2/2, 44, 26, , 36, , 8
2021/2/3, 62, 31, , 34, , 7
2021/2/4, 75, 30, , 24, , 5
2021/2/5, 61, 16, , 23, , 6
2021/2/6, 40, 20, , 22, , 4
2021/2/7, 49, 17, , 12, , 2
2021/2/8, 34, 20, , 19, , 4
2021/2/9, 42, 23, , 19, 1, 3
2021/2/10, 49, 16, , 23, , 4
2021/2/11, 43, 18, , 25, , 5
2021/2/12, 48, 16, , 24, , 5
2021/2/13, 43, 12, , 18, , 6
2021/2/14, 38, 11, , 13, , 5
2021/2/15, 32, 16, , 21, , 5
2021/2/16, 43, 18, , 25, , 6
2021/2/17, 48, 18, , 25, , 5
2021/2/18, 51, 21, , 28, , 7
2021/2/19, 50, 23, , 28, , 5
2021/2/20, 62, 19, , 22, , 4
2021/2/21, 56, 15, , 19, , 3
2021/2/22, 45, 19, , 22, , 4
2021/2/23, 53, 22, , 26, , 5
2021/2/24, 45, 27, , 35, 1, 6
2021/2/25, 65, 17, , 27, , 5
2021/2/26, 56, 21, , 25, , 5
2021/2/27, 59, 16, , 21, , 6
2021/2/28, 50, 12, , 17, , 5
2021/3/1, 35, , , 24, , 5
2021/3/3, 81, 19, , 26, , 7
2021/3/4, 42, 23, , 27, , 6
2021/3/5, 55, 14, , 15, , 4
2021/3/6, 35, 9, , 16, , 5
2021/3/7, 32, 13, , 17, , 4
2021/3/8, 41, 17, , 22, , 4
2021/3/9, 48, 16, , 23, , 4
2021/3/10, 48, 17, , 26, , 5
2021/3/11, 50, 24, , 27, , 21
2021/3/12, 61, 27, , 32, , 10
2021/3/13, 71, 25, , 25, , 4
2021/3/14, 68, 17, , 15, , 2
2021/3/15, 45, 20, , 30, , 6
2021/3/16, 55, 26, , 26, , 4
2021/3/17, 66, 28, , 28, , 6
2021/3/18, 63, 22, , 25, , 6
2021/3/19, 59, 24, , 33, , 8
2021/3/20, 62, 30, , 24, , 23
2021/3/21, 69, 21, , 23, , 23
2021/3/22, 53, 26, , 29, 1, 10
2021/3/23, 65, 26, , 31, 1, 5
2021/3/24, 64, 22, , 29, , 5
2021/3/25, 56, 21, , 32, 1, 5
2021/3/26, 55, 28, , 30, , 5
2021/3/27, 73, 26, , 29, 1, 4
2021/3/28, 67, 28, , 18, 1, 3
2021/3/29, 60, , , , , 
2021/3/31, 34, 16, , 23, , 4
2021/4/1, 39, 17, , 21, , 5
2020/10/2, 93, 65, , 57, 1, 14
2020/10/3, 115, 37, , 32, , 10
2020/10/4, 75, 10, , 15, , 3
2020/10/5, 29, 30, , 24, , 5
2020/10/6, 54, 45, , 39, 1, 10
2020/10/7, 96, 43, , 36, 1, 8
2020/10/8, 81, 26, , 29, , 7
2020/10/9, 61, 26, , 36, , 9
2020/10/10, 70, 18, , 25, , 6
2020/10/11, 46, 17, , 16, , 3
2020/10/12, 40, 26, , 21, , 5
2020/10/13, 53, 38, , 38, 1, 7
2020/10/14, 78, 41, , 36, , 7
2020/10/15, 83, 26, , 33, , 6
2020/10/16, 59, 20, , 29, , 6
2020/10/17, 45, 17, , 23, , 4
2020/10/18, 44, 10, , 15, , 3
2020/10/19, 43, 40, , 26, , 5
2020/10/20, 54, 33, , 30, , 7
2020/10/21, 75, 32, , 29, , 7
2020/10/22, 74, 18, , 22, , 4
2020/10/23, 48, 22, , 20, , 4
2020/10/24, 39, 24, , 19, , 4
2020/10/25, 51, 19, , 21, , 5
2020/10/26, 47, 20, , 29, , 5
2020/10/27, 52, 28, , 30, 1, 6
2020/10/28, 55, 49, , 50, 1, 7
2020/10/29, 91, 40, , 42, 1, 5
2020/10/30, 82, 9, , 29, , 7
2020/10/31, 30, 9, , 21, , 4
2020/11/1, 25, 12, , 14, , 2
2020/11/2, 24, 12, , 16, , 2
2020/11/3, 24, 18, , 24, , 4
2020/11/4, 37, 18, , 23, , 5
2020/11/5, 52, 17, , 31, , 6
2020/11/6, 43, 20, , 30, , 7
2020/11/7, 44, 32, , 31, , 5
2020/11/8, 60, 28, , 25, 1, 5
2020/11/9, 66, 30, , 30, , 5
2020/11/10, 67, 16, , 24, , 5
2020/11/11, 42, 28, , 31, , 6
2020/11/12, 67, 21, , 28, , 6
2020/11/13, 55, 27, , 30, , 6
2020/11/14, 66, , , 28, , 6
2020/11/18, 41, 15, , 23, , 5
2020/11/19, 35, 15, , 26, , 7
2020/11/20, 39, 15, , 23, , 4
2020/11/21, 32, 17, , 17, , 3
2020/11/22, 34, 18, , 16, , 3
2020/11/23, 35, 16, , 22, , 5
2020/11/24, 43, 19, , 18, , 3
2020/11/25, 42, 36, , 30, 2, 4
2020/11/26, 68, 18, , 26, , 7
2020/11/27, 46, 29, , 41, 1, 9
2020/11/28, 68, 37, , 28, 1, 3
2020/11/29, 72, 24, , 11, , 2
2020/11/30, 55, 28, , 32, , 6
2020/12/1, 59, 17, , 31, , 7
2020/12/2, 46, 24, , 28, , 6
2020/12/3, 57, 22, , 26, , 5
2020/12/4, 46, 20, , 32, , 7
2020/12/5, 36, 17, , 24, , 6
2020/12/9, 46, 23, , 28, 1, 6
2020/12/10, 59, 23, , 28, , 6
2020/12/11, 56, 17, , 22, , 5
2020/12/12, 41, 17, , 26, , 5
2020/12/13, 47, 11, , 11, , 3
2020/12/14, 32, 15, , 22, , 4
2020/12/15, 36, 23, , 29, , 6
2020/12/16, 46, 22, , 31, , 6
2020/12/17, 59, 19, , 29, , 5
2020/12/18, 43, 21, , 31, , 8
2020/12/19, 54, 27, , 25, 1, 6
2020/12/20, 61, 18, , 21, , 5
2020/12/21, 36, 20, , 25, , 5
2020/12/22, 51, 12, , 25, , 5
2020/12/23, 37, 18, , 25, , 6
2020/12/24, 46, 16, , 16, , 3
2020/12/25, 31, 14, , 12, , 3
2020/12/26, 38, 16, , 15, , 2
2020/12/27, 37, 7, , 7, , 1
2020/12/28, 31, 14, , 22, , 5
2020/12/29, 36, 17, , 23, , 4
2020/12/30, 36, 15, , 19, , 3
2020/12/31, 35, 11, , 13, , 3
2021/1/1, 29, 13, , 13, , 4
2021/1/2, 31, 9, , 15, , 3
2021/1/3, 25, 11, , 12, , 2
2021/1/4, 26, 17, , 20, , 3
2020/7/2, 37, 27, , 28, , 6
2020/7/3, 56, 28, , 28, , 6
2020/7/4, 58, 29, , 22, , 8
2020/7/5, 64, 32, , 18, , 7
2020/7/6, 78, 34, , 29, , 7
2020/7/7, 68, 29, , 23, , 5
2020/7/8, 62, 33, , 21, , 5
2020/7/9, 51, 31, , 25, , 6
2020/7/10, 57, 30, , 24, 1, 5
2020/7/11, 62, 29, , 19, , 5
2020/7/12, 65, 35, , 23, , 8
2020/7/13, 68, 44, , 42, 1, 11
2020/7/14, 78, 22, , 27, , 6
2020/7/15, 45, 21, , 25, , 5
2020/7/16, 46, 22, , 22, 1, 3
2020/7/17, 51, 37, , 32, , 8
2020/7/18, 79, 39, , 22, , 6
2020/7/19, 86, 30, , 17, , 4
2020/7/20, 71, 38, , 33, , 10
2020/7/21, 75, 44, , 40, 1, 12
2020/7/22, 81, 54, , 53, 2, 13
2020/7/23, 102, 44, , 41, 1, 7
2020/7/24, 85, 41, , 35, 1, 9
2020/7/25, 73, 42, , 32, 1, 8
2020/7/26, 70, 16, , 17, , 3
2020/7/27, 40, 31, , 27, , 7
2020/7/28, 58, 44, , 36, 1, 10
2020/7/29, 83, 17, , 25, , 5
2020/7/30, 34, 15, , 26, , 5
2020/7/31, 29, 17, , 21, , 4
2020/8/1, 38, 25, , 24, , 4
2020/8/2, 55, 22, , 20, , 3
2020/8/3, 52, 32, , 32, 1, 6
2020/8/4, 69, 34, , 31, 1, 5
2020/8/5, 69, 32, , 31, 1, 5
2020/8/6, 69, 36, , 35, 1, 6
2020/8/7, 74, 37, , 37, 1, 8
2020/8/8, 76, , , , , 
2020/8/10, 118, 41, , 34, , 8
2020/8/11, 82, 47, , 37, 1, 9
2020/8/12, 86, 44, , 28, , 5
2020/8/13, 85, 47, , 36, 1, 8
2020/8/14, 87, 48, , 36, , 7
2020/8/15, 86, 38, , 26, , 4
2020/8/16, 66, 19, , 16, , 
2020/8/17, 47, 17, , 23, , 
2020/8/18, 46, 19, , 25, , 
2020/8/19, 46, 22, , 25, , 
2020/8/20, 53, 17, , 27, , 
2020/8/21, 40, 10, , 26, , 
2020/8/22, 25, 9, , 22, , 3
2020/8/23, 23, 13, , 15, , 3
2020/8/24, 32, 12, , 21, , 4
2020/8/25, 30, 18, , 25, , 5
2020/8/26, 37, 21, , 29, 1, 6
2020/8/27, 43, 30, , 30, 1, 7
2020/8/28, 58, 38, , 36, , 9
2020/8/29, 77, 42, , 37, , 11
2020/8/30, 85, 43, , 34, , 12
2020/8/31, 87, 22, , 29, , 5
2020/9/1, 51, 21, , 22, , 3
2020/9/2, 51, 26, , 23, , 4
2020/9/3, 54, 35, , 32, , 9
2020/9/4, 67, 49, , 48, 1, 14
2020/9/5, 94, 29, , 21, , 4
2020/9/6, 68, 34, , 22, , 6
2020/9/7, 71, 36, , 24, , 4
2020/9/8, 85, 34, , 29, , 5
2020/9/9, 78, 37, , 25, , 5
2020/9/10, 83, 57, , 46, 1, 12
2020/9/11, 95, 57, , 48, 1, 
2020/9/12, 111, 61, , 46, 1, 
2020/9/13, 118, 54, , 26, 1, 
2020/9/14, 96, 54, , 40, 1, 4
2020/9/22, 22, 12, , 24, , 5
2020/9/23, 31, 20, , 24, , 5
2020/9/24, 48, 24, , 25, , 5
2020/9/25, 56, 37, , 37, , 8
2020/9/26, 77, 52, , 37, 1, 10
2020/9/27, 95, 43, , 29, , 8
2020/9/28, 78, 32, , 30, , 6
2020/9/29, 71, 27, , 31, , 7
2020/9/30, 64, 37, , 27, , 6
2020/10/1, 73, 47, , 44, 1, 9
2020/4/2, 48, 27, , 17, , 4
2020/4/3, 45, 30, , 22, , 4
2020/4/4, 53, 24, , 18, , 2
2020/4/5, 42, 19, , 13, , 2
2020/4/6, 44, 33, , 21, , 4
2020/4/7, 60, 24, , 22, , 4
2020/4/8, 53, 14, , 21, , 3
2020/4/9, 32, 20, , 22, , 3
2020/4/10, 40, 21, , 18, , 1
2020/4/11, 42, 22, , 14, , 2
2020/4/12, 40, 15, , 12, , 1
2020/4/13, 33, 19, , 16, , 2
2020/4/14, 44, 23, , 16, , 4
2020/4/15, 52, 22, , 18, , 4
2020/4/16, 45, 29, , 25, , 5
2020/4/17, 67, 21, , 24, , 4
2020/4/18, 46, 16, , 17, , 2
2020/4/19, 40, 15, , 11, , 1
2020/4/20, 32, 19, , 18, 1, 3
2020/4/21, 43, 18, , 18, , 2
2020/4/22, 48, 25, , 22, , 3
2020/4/23, 61, 27, , 24, , 3
2020/4/24, 59, 27, , 23, , 4
2020/4/25, 63, 31, , 21, , 4
2020/4/26, 68, 30, , 24, 1, 5
2020/4/27, 76, 25, , 24, , 3
2020/4/28, 53, 22, , 18, 1, 3
2020/4/29, 47, 30, , 28, , 5
2020/4/30, 62, 49, , 41, 1, 10
2020/5/1, 97, 42, , 31, , 8
2020/5/2, 90, 37, , 20, , 6
2020/5/3, 81, 18, , 14, , 2
2020/5/4, 31, 21, , 17, , 3
2020/5/5, 38, 41, , 27, , 6
2020/5/6, 71, 48, , 35, 1, 8
2020/5/7, 88, 21, , 21, , 4
2020/5/8, 33, 17, , 21, , 4
2020/5/9, 35, 15, , 14, , 3
2020/5/10, 33, 17, , 13, , 3
2020/5/11, 46, 27, , 25, , 6
2020/5/12, 56, 48, , 39, 1, 10
2020/5/13, 88, 47, , 35, 1, 8
2020/5/14, 81, 23, , 22, , 5
2020/5/15, 51, 16, , 22, , 5
2020/5/16, 33, 19, , 20, , 3
2020/5/17, 46, 27, , 26, , 6
2020/5/18, 72, 30, , 27, 1, 6
2020/5/19, 75, 26, , 21, 1, 4
2020/5/20, 60, 25, , 20, , 4
2020/5/21, 61, 29, , 25, , 5
2020/5/22, 62, 33, , 21, , 5
2020/5/23, 60, 17, , 10, , 2
2020/5/24, 36, 8, , 9, , 2
2020/5/25, 22, 13, , 13, , 2
2020/5/26, 26, 21, , 23, , 5
2020/5/27, 41, 30, , 29, , 5
2020/5/28, 55, 24, , 26, 1, 4
2020/5/29, 47, 37, , 35, 1, 8
2020/5/30, 77, 58, , 46, 1, 18
2020/5/31, 119, 46, , 38, 1, 16
2020/6/1, 107, 50, , 43, 1, 10
2020/6/2, 95, 36, , 26, , 7
2020/6/3, 75, 32, , 25, , 7
2020/6/4, 65, 24, , 23, , 5
2020/6/5, 53, 27, , 21, , 5
2020/6/6, 68, 28, , 17, , 5
2020/6/7, 64, 16, , 15, , 4
2020/6/8, 38, 26, , 25, , 10
2020/6/9, 59, 35, , 29, , 10
2020/6/10, 74, 28, , 28, , 8
2020/6/11, 57, 36, , 27, , 8
2020/6/12, 63, 46, , 45, 1, 15
2020/6/13, 90, 51, , 41, 1, 18
2020/6/14, 101, 11, , 14, , 2
2020/6/15, 23, 13, , 20, , 4
2020/6/16, 31, 17, , 16, , 4
2020/6/17, 40, 18, , 16, , 2
2020/6/18, 44, 24, , 22, , 5
2020/6/19, 46, 38, , 32, , 11
2020/6/20, 66, 41, , 37, 1, 13
2020/6/21, 74, 42, , 30, 1, 16
2020/6/22, 93, 49, , 42, 1, 12
2020/6/23, 91, 35, , 35, 1, 6
2020/6/24, 67, 40, , 35, 1, 8
2020/6/25, 65, 47, , 33, 1, 9
2020/6/26, 80, 21, , 24, , 6
2020/6/27, 41, 10, , 22, , 5
2020/6/28, 29, 8, , 15, , 3
2020/6/29, 20, 17, , 19, , 4
2020/6/30, 42, 26, , 15, , 4
2020/7/1, 37, 22, , 18, , 4
2020/1/4, 28, 13, , 19, , 4
2020/1/5, 30, 14, , 19, , 4
2020/1/6, 35, 14, , 17, , 3
2020/1/7, 34, 22, , 22, , 6
2020/1/8, 47, , , 22, , 4
2020/1/14, 46, 29, , 24, , 6
2020/1/15, 54, 28, , 22, , 2
2020/1/16, 57, 41, , 24, , 5
2020/1/17, 85, 12, , 34, , 9
2020/1/18, 30, 12, , 23, , 6
2020/1/19, 32, 16, , 16, , 3
2020/1/20, 37, 18, , 15, , 2
2020/1/21, 49, 26, , 21, , 4
2020/1/22, 51, 18, , 24, , 4
2020/1/23, 41, 21, , 20, , 4
2020/1/24, 53, 17, , 27, , 7
2020/1/25, 37, 20, , 23, , 6
2020/1/26, 39, 18, , 20, , 4
2020/1/27, 46, 33, , 24, , 3
2020/1/28, 59, 33, , 35, 1, 6
2020/1/29, 70, 23, , 35, 1, 5
2020/1/30, 52, 17, , 22, , 5
2020/1/31, 37, 16, , 18, , 5
2020/2/1, 32, 16, , 17, , 6
2020/2/2, 40, , , 19, , 6
2020/2/3, 45, 34, , 12, , 4
2020/2/4, 34, 16, , 20, , 5
2020/2/5, 46, 21, , 27, , 7
2020/2/6, 53, 25, , 27, , 7
2020/2/7, 55, 18, , 29, , 8
2020/2/8, 40, 13, , 19, , 4
2020/2/9, 35, , , 17, , 4
2020/2/13, 40, 14, , 22, , 5
2020/2/14, 39, 20, , 21, , 5
2020/2/15, 51, 19, , 29, 1, 5
2020/2/16, 46, 27, , 20, , 4
2020/2/17, 72, 25, , 25, , 6
2020/2/18, 64, 20, , 24, , 5
2020/2/19, 51, 20, , 23, , 5
2020/2/20, 49, 23, , 27, , 5
2020/2/21, 58, 20, , 29, , 8
2020/2/22, 51, 18, , 28, , 7
2020/2/23, 40, 17, , 21, , 5
2020/2/24, 34, 22, , 14, , 2
2020/2/25, 52, 15, , 23, 1, 4
2020/2/26, 43, 12, , 14, , 3
2020/2/27, 33, 16, , 16, , 5
2020/2/28, 38, 21, , 23, , 5
2020/2/29, 42, 13, , 23, , 6
2020/3/1, 41, 9, , 19, , 3
2020/3/2, 23, 15, , 15, , 3
2020/3/3, 38, 18, , 23, , 5
2020/3/4, 34, 19, , 22, , 7
2020/3/5, 45, 24, , 24, , 5
2020/3/6, 44, 29, , 23, , 6
2020/3/7, 52, 23, , 27, , 5
2020/3/8, 50, 21, , 20, , 3
2020/3/9, 46, 26, , 18, , 3
2020/3/10, 60, 28, , 30, 1, 5
2020/3/11, 61, 32, , 29, , 4
2020/3/12, 65, 37, , 29, 1, 5
2020/3/13, 69, 34, , 37, , 7
2020/3/14, 76, 32, , 34, , 5
2020/3/15, 73, 20, , 28, , 4
2020/3/16, 47, 22, , 15, , 3
2020/3/17, 44, 21, , 22, , 5
2020/3/18, 45, 27, , 26, , 5
2020/3/19, 69, 28, , 34, , 7
2020/3/20, 63, 25, , 31, , 5
2020/3/21, 44, 19, , 25, , 7
2020/3/22, 44, 17, , 20, , 2
2020/3/23, 33, 15, , 14, , 1
2020/3/24, 31, 14, , 15, , 2
2020/3/25, 31, 20, , 12, , 1
2020/3/26, 35, 20, , 15, , 2
2020/3/27, 40, 22, , 16, , 2
2020/3/28, 44, 25, , 14, , 2
2020/3/29, 55, 20, , 16, 1, 2
2020/3/30, 56, , , 9, 1, 1
2019/10/2, 66, 46, 81, 45, 1, 8
2019/10/3, 74, 42, 39, 39, , 7
2019/10/4, 70, 50, 72, 39, , 6
2019/10/5, 81, 44, 72, 32, , 6
2019/10/6, 84, 14, 30, 18, , 3
2019/10/7, 34, 19, 25, 30, , 6
2019/10/8, 27, 20, 25, 32, , 7
2019/10/11, 49, 30, 26, 28, , 5
2019/10/12, 64, 28, 69, 29, , 6
2019/10/13, 63, 22, 57, 26, 1, 5
2019/10/14, 56, 36, 56, 38, , 7
2019/10/15, 69, 27, 22, 31, , 7
2019/10/16, 53, 31, 30, 31, , 6
2019/10/17, 64, 33, 45, 29, , 5
2019/10/18, 68, 40, 49, 35, , 8
2019/10/19, 83, 18, 35, 26, , 5
2019/10/20, 45, 15, 25, 19, , 3
2019/10/21, 33, 30, 19, 29, 1, 5
2019/10/22, 60, 30, 24, 29, , 8
2019/10/23, 61, 30, 38, 29, , 5
2019/10/24, 58, 27, 31, 27, , 5
2019/10/25, 54, 43, 43, 40, 1, 7
2019/10/26, 84, 33, 41, 28, , 5
2019/10/29, 61, 35, 45, 40, , 8
2019/10/30, 65, 32, 84, 37, , 6
2019/10/31, 66, 36, 32, 31, , 6
2019/11/1, 70, 41, 35, 34, , 6
2019/11/2, 70, 26, 40, 19, , 3
2019/11/3, 55, 32, 47, 24, , 5
2019/11/4, 68, 25, 74, 22, , 4
2019/11/5, 49, 22, 38, 24, , 5
2019/11/6, 47, 23, 22, 30, , 7
2019/11/7, 46, 22, 13, 27, , 6
2019/11/8, 53, 23, 18, 26, , 7
2019/11/9, 56, 21, 13, 16, , 2
2019/11/10, 45, 18, 24, 19, , 5
2019/11/11, 44, 17, 24, 30, , 6
2019/11/12, 46, 14, 14, 18, , 4
2019/11/13, 32, 25, 31, 21, 1, 5
2019/11/14, 47, 19, 25, 23, , 5
2019/11/15, 48, 16, 19, 26, , 5
2019/11/16, 44, 23, 26, 23, , 5
2019/11/17, 50, 19, 39, 18, 1, 3
2019/11/18, 45, , 21, 25, , 5
2019/11/19, 50, , 29, 28, , 5
2019/11/20, 57, , 29, 18, 1, 3
2019/11/21, 44, 38, 57, 29, , 5
2019/11/22, 57, 27, 46, 31, , 6
2019/11/23, 53, 22, 32, 25, , 5
2019/11/24, 48, 22, 23, 16, , 3
2019/11/25, 37, 24, 34, 25, 1, 4
2019/11/26, 45, 33, 55, 29, 1, 5
2019/11/27, 63, 29, 26, 27, , 7
2019/11/28, 58, 15, 17, 29, , 7
2019/11/29, 39, 38, 33, 27, 1, 6
2019/11/30, 66, 32, 59, 26, , 5
2019/12/1, 70, 17, 32, 20, , 5
2019/12/2, 45, 19, 20, 25, 1, 5
2019/12/3, 43, 35, 14, 23, 1, 6
2019/12/4, 56, 37, 39, 30, , 6
2019/12/5, 71, 22, 22, 24, , 6
2019/12/6, 51, 21, 23, 31, , 7
2019/12/7, 53, 18, 46, 23, , 3
2019/12/8, 45, 23, 53, 24, 1, 4
2019/12/9, 43, 27, 37, 28, , 6
2019/12/15, 57, 18, , 16, , 4
2019/12/16, 44, 24, , 27, , 6
2019/12/17, 50, 21, , 31, , 6
2019/12/18, 48, 16, , 26, , 7
2019/12/19, 42, 16, , 32, , 7
2019/12/20, 47, 26, , 28, , 6
2019/12/21, 63, 16, , 17, , 4
2019/12/22, 35, , , 14, , 4
2019/7/2, 71, 52, 29, 34, 1, 9
2019/7/3, 87, 53, 27, 34, 1, 8
2019/7/4, 79, 16, 8, 25, , 7
2019/7/5, 45, 15, 14, 28, , 6
2019/7/6, 44, 18, 20, 24, , 5
2019/7/7, 41, 18, 22, 23, , 5
2019/7/8, 43, 17, 19, 23, , 4
2019/7/9, 40, 22, 25, 21, , 4
2019/7/10, 56, 38, 20, 39, , 12
2019/7/11, 82, 56, 31, 50, 1, 17
2019/7/12, 107, 63, 31, 63, 3, 19
2019/7/13, 113, 64, 37, 54, 1, 19
2019/7/14, 116, 54, 27, 43, 1, 19
2019/7/15, 115, 38, 26, 34, , 9
2019/7/16, 81, 22, 12, 28, , 6
2019/7/17, 51, 20, 18, 23, 1, 4
2019/7/18, 41, 15, 20, 19, , 3
2019/7/19, 29, 34, 22, 37, 1, 11
2019/7/20, 66, 33, 26, 24, , 6
2019/7/21, 65, 24, 21, 17, , 4
2019/7/22, 59, 25, 22, 29, , 7
2019/7/23, 50, 39, 27, 37, 1, 10
2019/7/24, 74, 76, 33, 54, 2, 22
2019/7/25, 157, 43, 34, 39, 1, 8
2019/7/26, 81, 33, 25, 24, , 4
2019/7/27, 71, 3, 35, 34, 1, 5
2019/7/28, 73, 30, 32, 24, , 4
2019/7/29, 55, 35, 29, 23, , 4
2019/7/30, 67, 41, 26, 30, , 5
2019/7/31, 77, 40, 29, 45, 1, 8
2019/8/1, 75, 44, 30, 38, , 9
2019/8/2, 82, 65, 10, 55, 2, 22
2019/8/3, 127, , 21, , , 
2019/8/9, 114, 41, 45, 37, , 10
2019/8/10, 75, 38, 37, 37, , 
2019/8/11, 70, 38, 30, 27, , 9
2019/8/12, 72, 38, 31, 32, , 10
2019/8/13, 70, 42, 17, 44, 1, 16
2019/8/14, 86, 17, 20, 32, , 6
2019/8/15, 32, 28, 23, 24, , 4
2019/8/16, 41, 38, 25, 36, , 7
2019/8/17, 70, 34, 34, 27, , 6
2019/8/18, 68, 39, 39, 27, , 7
2019/8/19, 68, 21, 26, 28, , 6
2019/8/20, 39, 19, 15, 31, , 7
2019/8/21, 38, 29, 17, 30, , 7
2019/8/22, 44, 19, 17, 29, , 6
2019/8/23, 42, 17, 19, 25, , 6
2019/8/24, 39, 19, 23, 28, , 5
2019/8/25, 40, 14, 25, 17, , 3
2019/8/26, 32, 25, 28, 23, 1, 4
2019/8/27, 45, 31, 33, 27, , 5
2019/8/28, 65, 37, 32, 27, , 5
2019/8/29, 64, 42, 41, 34, 1, 6
2019/8/30, 74, 49, 43, 44, 1, 9
2019/8/31, 90, 51, 41, 31, , 6
2019/9/1, 91, 16, 21, 19, , 5
2019/9/2, 49, 16, 14, 26, , 7
2019/9/3, 44, 30, 9, 29, , 9
2019/9/4, 71, 19, 13, 25, 1, 6
2019/9/5, 46, 15, 16, 30, , 6
2019/9/6, 34, 15, 14, 23, , 6
2019/9/7, 38, 21, 40, 20, , 5
2019/9/8, 52, 26, 46, 21, , 5
2019/9/9, 60, 29, 37, 28, , 6
2019/9/10, 65, 46, 48, 52, 1, 11
2019/9/11, 89, 56, 70, 57, 2, 13
2019/9/12, 107, 54, 47, 54, 2, 10
2019/9/13, 110, 23, 31, 30, , 7
2019/9/14, 49, 19, 25, 23, , 5
2019/9/15, 46, 33, 51, 16, , 5
2019/9/16, 81, 41, 60, 36, 1, 8
2019/9/17, 86, 59, 41, 47, 1, 9
2019/9/18, 127, 65, 52, 50, 2, 11
2019/9/19, 130, 59, 39, 32, , 7
2019/9/20, 101, 47, 32, 32, , 8
2019/9/21, 102, 13, 18, 25, , 6
2019/9/22, 30, 7, 21, 21, , 3
2019/9/23, 22, 26, 20, 21, , 4
2019/9/27, 73, 20, 18, 25, , 6
2019/9/28, 49, 25, 19, 25, , 5
2019/9/29, 48, 21, 37, 19, 1, 4
2019/9/30, 50, 37, 35, 24, 1, 5
2019/10/1, 60, 38, 62, 31, , 5
2019/4/2, 61, 31, 43, 29, 1, 5
2019/4/3, 61, 38, 70, 38, , 7
2019/4/4, 76, 45, 62, 43, 1, 9
2019/4/5, 84, 47, 37, 34, 1, 8
2019/4/6, 84, 27, 32, 25, , 7
2019/4/7, 58, 14, 18, 17, , 5
2019/4/8, 39, 13, 8, 21, , 7
2019/4/9, 37, 16, 11, 26, , 7
2019/4/10, 41, 17, 15, 26, , 6
2019/4/11, 39, 23, 35, 28, , 5
2019/4/12, 55, 28, 34, 31, , 6
2019/4/13, 67, 32, 60, 28, , 5
2019/4/14, 76, 15, 13, 12, , 3
2019/4/15, 43, 20, 26, 22, , 5
2019/4/16, 55, 20, 21, 22, , 6
2019/4/17, 51, 19, 21, 26, , 7
2019/4/18, 47, 20, 25, 28, , 6
2019/4/19, 47, 20, 59, 28, , 6
2019/4/20, 52, 29, 38, 31, , 10
2019/4/21, 69, 34, 34, 30, , 8
2019/4/22, 80, 41, 52, 38, 2, 8
2019/4/23, 92, 30, 32, 29, , 6
2019/4/24, 66, 37, 26, 33, 1, 7
2019/4/25, 74, 40, 44, 32, , 6
2019/4/26, 80, 41, 36, 34, , 6
2019/4/27, 84, 31, 30, 26, , 6
2019/4/28, 69, 22, 27, 18, , 4
2019/4/29, 44, 16, 14, 23, , 7
2019/4/30, 41, 22, 31, 27, , 5
2019/5/1, 56, 22, 38, 23, , 5
2019/5/2, 61, 45, 30, 37, 1, 9
2019/5/3, 97, 40, 32, 37, 1, 8
2019/5/4, 87, 37, 43, 34, 1, 7
2019/5/5, 87, 34, 35, 23, 1, 6
2019/5/6, 86, 31, 28, 28, , 8
2019/5/7, 72, 20, 17, 26, , 7
2019/5/8, 54, 18, 13, 23, , 6
2019/5/9, 40, 18, 15, 19, 1, 4
2019/5/10, 39, 27, 27, 28, , 6
2019/5/11, 61, 30, 27, 26, , 7
2019/5/12, 68, 25, 25, 23, , 9
2019/5/13, 61, 25, 28, 28, , 6
