date, pm25, pm10, o3, no2, so2, co
2021/5/9, 24, 19, 12, 9, 1, 
2021/5/10, 29, 31, 12, 12, , 
2021/5/11, 42, 37, 21, 13, 1, 
2021/5/12, 54, 29, 15, 10, 2, 
2021/5/13, 46, 12, 10, 11, , 
2021/5/14, 24, 23, 13, 11, , 
2021/5/15, 33, 27, 13, 13, 2, 
2021/5/16, 40, 32, 18, 12, 1, 
2021/5/17, 50, 32, 20, 16, 3, 
2021/5/18, 59, 24, 17, 10, , 
2021/5/19, 45, 33, 16, 15, , 
2021/5/20, 49, 39, 18, 18, 1, 
2021/5/21, 63, 46, 21, 21, 1, 
2021/5/22, 73, 33, 10, 14, , 
2021/5/23, 56, 17, 12, 8, , 
2021/5/24, 37, 22, 15, 9, 1, 
2021/5/25, 33, 37, 15, 18, 2, 
2021/5/26, 53, 46, 22, 21, 3, 
2021/5/27, 63, 51, 21, 23, 1, 
2021/5/28, 70, 64, 16, 23, 1, 
2021/5/29, 76, 47, 13, 12, , 
2021/5/30, 64, 18, 15, 8, , 
2021/5/31, 30, 15, 11, 10, , 
2021/6/1, 33, 12, 12, 8, , 
2021/6/2, 21, 37, 14, 16, , 
2021/6/3, 54, 47, 19, 16, 1, 
2021/6/4, 64, 39, 15, 17, , 
2021/6/5, 62, 48, 16, 15, , 
2021/6/6, 72, 54, 19, 12, , 
2021/6/7, 67, 17, 11, 12, , 
2021/6/8, 33, 9, 15, 4, , 
2021/6/9, 22, 19, 13, 15, , 
2021/6/10, 34, 37, 3, 20, 1, 
2021/6/11, 60, 29, 8, 14, , 
2021/6/12, 51, 23, 15, 8, 1, 
2021/6/13, 39, 18, 17, 8, , 
2021/6/14, 34, 26, 14, 13, 1, 
2021/6/15, 45, 24, 19, 11, 1, 
2021/6/16, 47, 16, 13, 7, , 
2021/6/17, 33, 7, 13, 9, , 
2021/6/18, 20, , 12, 12, 1, 
2021/6/19, 35, , 5, 15, , 
2021/6/20, 45, , 15, 6, , 
2021/6/21, 40, , 14, 9, , 
2021/6/22, 22, , 10, 12, , 
2021/6/23, 26, , , 17, , 
2021/6/24, 39, , , 16, , 
2021/6/25, 48, , , 11, , 
2021/6/26, 55, , , 12, , 
2021/6/27, 15, , , 17, , 
2021/1/5, 37, 16, 15, 8, , 
2021/1/6, 48, 17, 1, 11, , 
2021/1/7, 44, 11, 18, 7, , 
2021/1/8, 44, 12, 6, 7, 1, 
2021/1/9, 36, 14, 14, 5, , 
2021/1/10, 46, 13, 17, 5, , 
2021/1/11, 41, 14, 12, 2, , 
2021/1/12, 38, 12, 13, 5, , 
2021/1/13, 39, 11, 21, 5, , 
2021/1/14, 43, 14, 14, 4, , 
2021/1/15, 38, 15, 14, 8, , 
2021/1/16, 45, 17, 19, 7, , 
2021/1/17, 52, 15, 20, 7, , 
2021/1/18, 40, 10, 26, 7, , 
2021/1/19, 47, 10, 15, 7, , 
2021/1/20, 40, 16, 12, 8, , 
2021/1/21, 59, 16, 14, 7, , 
2021/1/22, 45, 17, 16, 9, 1, 
2021/1/23, 51, 17, 19, 8, 1, 
2021/1/24, 47, 18, 15, 8, 1, 
2021/1/25, 68, 15, 16, 8, 1, 
2021/1/26, 41, 12, 18, 12, , 
2021/1/27, 57, 19, 22, 12, , 
2021/1/28, 49, 16, 42, 10, , 
2021/1/29, 64, 15, 21, 13, , 
2021/1/30, 50, 22, 26, 12, 1, 
2021/1/31, 73, 19, 26, 13, 2, 
2021/2/1, 63, 10, 19, 21, , 
2021/2/2, 56, , 28, , 2, 
2021/2/6, 38, 18, 10, , , 
2021/2/7, 46, 17, 11, , , 
2021/2/8, 45, 18, 9, , 2, 
2021/2/9, 45, 16, 10, , 3, 
2021/2/10, 39, 12, 13, , , 
2021/2/11, 29, 10, 12, 10, , 
2021/2/12, 28, 13, 15, 9, , 
2021/2/13, 33, 13, 8, 12, , 
2021/2/14, 35, 21, 30, 10, , 
2021/2/15, 44, 21, 15, 14, 1, 
2021/2/16, 43, 26, 19, 17, 2, 
2021/2/17, 49, 25, 24, 15, , 
2021/2/18, 53, 19, 24, 16, 1, 
2021/2/19, 44, 21, 19, 12, 1, 
2021/2/20, 47, 23, 18, 12, 1, 
2021/2/21, 46, 14, 11, 8, 1, 
2021/2/22, 32, 13, 10, 8, , 
2021/2/23, 29, 23, 14, 12, 1, 
2021/2/24, 42, 28, 15, 14, 1, 
2021/2/25, 49, 19, 17, 14, 1, 
2021/2/26, 45, 18, 11, 15, , 
2021/2/27, 40, 28, 16, 16, , 
2021/2/28, 58, 26, 16, 9, , 
2021/3/1, 45, 26, 14, 9, , 
2021/3/2, 40, 29, 15, 9, , 
2021/3/3, 48, 27, 19, 12, , 
2021/3/4, 51, 31, 18, 14, , 
2021/3/5, 55, 12, 13, 8, , 
2021/3/6, 29, 10, 8, 10, , 
2021/3/7, 26, 19, 6, 8, 2, 
2021/3/8, 38, 15, 12, 9, , 
2021/3/9, 34, 23, 16, 10, , 
2021/3/10, 41, 17, 15, 9, 3, 
2021/3/11, 31, 27, 15, 13, 1, 
2021/3/12, 44, 21, 14, 11, 1, 
2021/3/13, 41, 24, 18, 13, 1, 
2021/3/14, 48, 25, 14, 7, , 
2021/3/15, 44, 20, 21, 7, 2, 
2021/3/16, 43, 23, 16, 10, 1, 
2021/3/17, 44, 30, 16, 13, 1, 
2021/3/18, 52, 19, 19, 10, , 
2021/3/19, 35, 17, 19, 10, , 
2021/3/20, 35, 22, 21, 9, , 
2021/3/21, 44, 31, 23, 10, 1, 
2021/3/22, 56, 24, 16, 8, , 
2021/3/23, 49, 26, 19, 10, 1, 
2021/3/24, 47, 21, 20, 9, , 
2021/3/25, 39, 11, 15, 6, 1, 
2021/3/26, 28, 24, 14, 10, , 
2021/3/27, 39, 23, 20, 9, , 
2021/3/28, 47, 18, 22, 11, , 
2021/3/29, 37, 27, 18, 12, 1, 
2021/3/30, 54, 14, 16, 15, , 
2021/3/31, 27, 14, 13, 5, , 
2021/4/1, 30, 17, 14, 6, 1, 
2020/10/2, 63, 41, 23, 20, 1, 
2020/10/3, 64, 21, 24, 5, , 
2020/10/4, 49, , 20, , 4, 
2020/10/5, 119, 27, 17, 8, , 
2020/10/6, 45, 24, 18, 8, , 
2020/10/7, 47, 13, 16, 10, , 
2020/10/8, 30, 15, 23, 12, , 
2020/10/9, 42, 14, 19, 9, , 
2020/10/10, 26, 12, 24, 5, 1, 
2020/10/11, 34, 18, 27, 8, 1, 
2020/10/12, 35, 24, 27, 13, 1, 
2020/10/13, 58, 32, 27, 17, 1, 
2020/10/14, 53, 21, 28, 4, , 
2020/10/15, 46, 15, 25, 5, , 
2020/10/16, 30, 16, 19, 12, 1, 
2020/10/17, 40, 15, 13, 11, , 
2020/10/18, 27, 22, 24, 11, 1, 
2020/10/19, 43, 30, 2, 12, 2, 
2020/10/20, 50, 31, 23, 12, , 
2020/10/21, 51, 24, 17, 10, 1, 
2020/10/22, 46, 12, 17, 5, , 
2020/10/23, 35, 20, 20, 8, 1, 
2020/10/24, 41, 29, 18, 12, 1, 
2020/10/25, 43, 21, 23, 10, , 
2020/10/26, 53, 14, 21, 9, , 
2020/10/27, 29, 32, 26, 16, 1, 
2020/10/28, 67, 33, 33, 16, , 
2020/10/29, 53, 17, 25, 7, , 
2020/10/30, 46, 9, 17, 8, , 
2020/10/31, 21, 12, 17, 10, , 
2020/11/1, 29, 10, 15, 11, , 
2020/11/2, 28, 13, 20, 9, 1, 
2020/11/3, 43, 18, 18, 9, 2, 
2020/11/4, 31, 13, 17, 9, 2, 
2020/11/5, 45, 8, 19, 12, , 
2020/11/6, 26, 14, 20, 7, , 
2020/11/7, 46, 20, 23, 11, 1, 
2020/11/8, 38, 19, 24, 10, 2, 
2020/11/9, 52, 18, 24, 9, 3, 
2020/11/10, 40, 12, 16, 10, , 
2020/11/11, 36, 18, 22, 11, , 
2020/11/12, 49, 15, 20, 11, , 
2020/11/13, 39, 15, 14, 9, 1, 
2020/11/14, 41, 15, 13, 10, 1, 
2020/11/15, 44, 19, 19, 10, , 
2020/11/16, 50, 19, 24, 9, , 
2020/11/17, 43, 12, 22, 8, , 
2020/11/18, 30, 10, 13, 12, , 
2020/11/19, 31, 7, 17, 13, , 
2020/11/20, 27, 11, 16, 11, , 
2020/11/21, 36, 13, 16, 7, 1, 
2020/11/22, 36, 11, 19, 6, 1, 
2020/11/23, 35, 11, 12, 5, , 
2020/11/24, 32, 13, , 7, , 
2020/11/25, 36, 21, , 9, 1, 
2020/11/26, 50, 29, , 15, 1, 
2020/11/27, 52, 20, , 7, , 
2020/11/28, 50, 18, , 6, , 
2020/11/29, 39, 25, , 8, , 
2020/11/30, 59, 23, , 12, , 
2020/12/1, 49, 13, 14, 4, 2, 
2020/12/2, 48, 14, 12, 9, , 
2020/12/3, 33, 22, 3, 10, 1, 
2020/12/4, 54, 15, 21, 4, , 
2020/12/5, 32, 16, 16, 3, , 
2020/12/6, 34, 13, 16, 6, , 
2020/12/7, 29, 19, 5, 7, , 
2020/12/8, 103, 8, 2, 5, , 
2020/12/9, 31, 16, , 6, , 
2020/12/10, 48, 16, , 7, 1, 
2020/12/11, 41, 18, , 10, , 
2020/12/12, 44, 38, , 16, 1, 
2020/12/13, 61, 16, , 11, , 
2020/12/14, 44, 12, , 9, , 
2020/12/15, 36, 12, , 9, , 
2020/12/16, 38, 12, , 9, , 
2020/12/17, 37, 14, , 14, , 
2020/12/18, 34, 10, 16, 2, , 
2020/12/19, 34, 19, 18, 6, 1, 
2020/12/20, 43, 15, 37, 5, , 
2020/12/21, 43, 18, 18, 6, , 
2020/12/22, 41, 15, 15, 8, , 
2020/12/23, 37, 20, 14, 10, 1, 
2020/12/24, 37, 16, 13, 8, , 
2020/12/25, 39, 16, 13, 5, 1, 
2020/12/26, 40, 14, 7, 8, 2, 
2020/12/27, 52, 12, , 12, 1, 
2020/12/28, 34, 17, 17, 14, 2, 
2020/12/29, 60, 15, , 14, , 
2020/12/30, 34, 16, 34, 11, , 
2020/12/31, 50, 16, 28, 7, , 
2021/1/1, 35, 12, 20, 2, , 
2021/1/2, 50, 9, 16, 6, , 
2021/1/3, 26, 12, , 3, , 
2021/1/4, 37, 12, 11, 8, , 
2020/7/2, 34, 31, 19, 11, 1, 
2020/7/3, 41, 25, 18, 10, , 
2020/7/4, 38, 34, 19, 14, 1, 
2020/7/5, 50, 54, 14, 18, 2, 
2020/7/6, 84, 29, 24, 6, , 
2020/7/7, 48, 25, 20, 13, , 
2020/7/8, 49, 54, 28, 18, 1, 
2020/7/9, 67, 29, 18, 6, 2, 
2020/7/10, 43, 30, 17, 14, , 
2020/7/11, 46, 50, 15, 20, 1, 
2020/7/12, 68, 40, 26, 17, 1, 
2020/7/13, 75, 32, 22, 10, 1, 
2020/7/14, 52, 9, 19, 5, , 
2020/7/15, 26, 21, 9, 17, , 
2020/7/16, 30, 21, 12, 17, , 
2020/7/17, 35, 31, 13, 14, , 
2020/7/18, 50, 39, 21, 16, 1, 
2020/7/19, 71, 42, 26, 13, , 
2020/7/20, 73, 46, 20, 20, 2, 
2020/7/21, 79, 49, 24, 25, 1, 
2020/7/22, 73, 55, 24, 26, 2, 
2020/7/23, 84, 49, 29, 24, 1, 
2020/7/24, 76, 53, 22, 26, 2, 
2020/7/25, 86, 54, 29, 18, 1, 
2020/7/26, 67, 17, 18, 6, , 
2020/7/27, 35, 27, 17, 14, 1, 
2020/7/28, 53, 49, 27, 23, 2, 
2020/7/29, 69, 8, 20, 7, , 
2020/7/30, 24, 5, 19, 8, , 
2020/7/31, 17, 12, 17, 11, 1, 
2020/8/1, 26, 26, 19, 15, 1, 
2020/8/2, 57, 28, 22, 14, 1, 
2020/8/3, 52, 29, 19, 17, 1, 
2020/8/4, 57, 34, 22, 19, 1, 
2020/8/5, 59, 35, 22, 20, 1, 
2020/8/6, 63, 31, 26, 19, 1, 
2020/8/7, 62, 30, 27, 18, 1, 
2020/8/8, 62, 29, 28, 15, 3, 
2020/8/9, 61, 30, 26, 20, 1, 
2020/8/10, 59, 35, 19, 19, , 
2020/8/11, 69, 56, 25, 26, 2, 
2020/8/12, 76, 32, 24, 5, , 
2020/8/13, 45, 30, 20, 10, , 
2020/8/14, 64, 33, 19, 14, 1, 
2020/8/15, 58, 30, 21, 13, , 
2020/8/16, 54, 13, 12, 13, , 
2020/8/17, 39, 16, 17, 14, , 
2020/8/18, 40, 21, 4, 20, , 
2020/8/19, 48, 14, 20, 11, 1, 
2020/8/20, 36, 13, 21, 5, , 
2020/8/21, 29, 6, 22, 1, , 
2020/8/22, 15, 8, 19, 7, 1, 
2020/8/23, 23, 14, 19, 11, 1, 
2020/8/24, 41, 19, 21, 14, 4, 
2020/8/25, 46, 25, 21, 16, 2, 
2020/8/26, 49, 33, 26, 18, 2, 
2020/8/27, 52, 26, 19, 16, 2, 
2020/8/28, 51, 30, 20, 17, 1, 
2020/8/29, 59, 35, 28, 17, , 
2020/8/30, 75, 33, 30, 14, 2, 
2020/8/31, 61, 10, 24, 4, , 
2020/9/1, 26, 21, 22, 5, , 
2020/9/2, 32, 22, 18, 10, , 
2020/9/3, 44, 33, 16, 17, , 
2020/9/4, 55, 29, 21, 10, , 
2020/9/5, 57, 14, 19, 10, , 
2020/9/6, 30, 24, 27, 6, , 
2020/9/7, 53, 24, 22, 7, , 
2020/9/8, 46, 11, 21, 3, , 
2020/9/9, 33, 22, 18, 10, , 
2020/9/10, 43, 28, 25, 8, , 
2020/9/11, 67, 24, 21, 7, , 
2020/9/12, 43, 36, 5, 14, 1, 
2020/9/13, 85, 21, 24, 3, , 
2020/9/14, 42, 44, 28, 14, , 
2020/9/15, 80, 15, 22, 5, , 
2020/9/16, 22, 23, 19, 10, , 
2020/9/17, 45, 19, 19, 6, , 
2020/9/18, 31, 32, 17, 15, , 
2020/9/19, 62, 28, 20, 9, , 
2020/9/20, 56, 14, 26, 1, , 
2020/9/21, 34, 5, 19, 3, , 
2020/9/22, 22, 6, 20, 8, , 
2020/9/23, 21, 14, 18, 13, , 
2020/9/24, 32, 25, 20, 13, , 
2020/9/25, 47, 25, 19, 13, 1, 
2020/9/26, 56, 31, 27, 15, 4, 
2020/9/27, 65, 25, 24, 9, , 
2020/9/28, 60, 32, 18, 20, , 
2020/9/29, 52, 25, 21, 8, , 
2020/9/30, 41, 33, 21, 12, , 
2020/10/1, 42, 44, 19, 12, , 
2020/4/2, 52, 32, , , , 
2020/4/3, 45, 24, 23, , 2, 
2020/4/4, 60, 29, , , 3, 
2020/4/5, 42, 25, , , 2, 
2020/4/6, 47, 35, , , 3, 
2020/4/7, 48, 16, , 6, , 
2020/4/8, 39, 22, , 14, 1, 
2020/4/9, 36, 25, , 9, 1, 
2020/4/10, 45, 30, , 8, 1, 
2020/4/11, 43, 23, , , 2, 
2020/4/12, 43, 17, , , 2, 
2020/4/13, 36, 24, 10, , 2, 
2020/4/14, 42, 36, 20, 15, 1, 
2020/4/15, 55, 23, 22, 10, 1, 
2020/4/16, 41, 35, 21, 14, 3, 
2020/4/17, 54, 25, 22, 10, 2, 
2020/4/18, 48, 20, 14, 11, 1, 
2020/4/19, 44, 19, 17, 8, 1, 
2020/4/20, 39, 23, 20, 10, 1, 
2020/4/21, 41, 27, 21, 12, 2, 
2020/4/22, 38, 29, 19, 11, 4, 
2020/4/23, 48, 24, 19, 11, 4, 
2020/4/24, 40, 27, 19, 11, 2, 
2020/4/25, 48, 38, 24, 13, 2, 
2020/4/26, 56, 34, 28, 11, 1, 
2020/4/27, 65, 32, 23, 12, 1, 
2020/4/28, 51, 30, 14, 12, 2, 
2020/4/29, 51, 39, 20, 13, 2, 
2020/4/30, 48, 51, 35, 21, 1, 
2020/5/1, 73, 41, 19, 14, 2, 
2020/5/2, 58, 25, 21, 8, 1, 
2020/5/3, 54, 20, 18, 9, 2, 
2020/5/4, 31, 26, 17, 11, 2, 
2020/5/5, 45, 38, 36, 21, 2, 
2020/5/6, 57, 62, 20, 17, 3, 
2020/5/7, 64, 14, 18, 8, , 
2020/5/8, 26, 14, 14, 11, , 
2020/5/9, 30, 33, 15, 12, 1, 
2020/5/10, 38, 40, 19, 14, 1, 
2020/5/11, 60, 54, 18, 20, 2, 
2020/5/12, 59, 56, 31, 21, 1, 
2020/5/13, 63, 59, 14, 26, 2, 
2020/5/14, 66, 25, 18, 9, 1, 
2020/5/15, 48, 16, 14, 12, , 
2020/5/16, 24, 29, 19, 12, 2, 
2020/5/17, 53, 32, 21, 13, 1, 
2020/5/18, 56, 35, 26, 18, 2, 
2020/5/19, 62, 35, 20, 12, 1, 
2020/5/20, 52, 39, 19, 14, 1, 
2020/5/21, 60, 48, 20, 18, 1, 
2020/5/22, 61, 63, 12, 19, , 
2020/5/23, 72, 27, 13, 9, , 
2020/5/24, 37, 16, 17, 6, 2, 
2020/5/25, 30, 20, 25, 7, 2, 
2020/5/26, 25, 23, 21, 8, , 
2020/5/27, 44, 31, 20, 9, 1, 
2020/5/28, 40, 43, 18, 16, 1, 
2020/5/29, 58, 47, 17, 17, 2, 
2020/5/30, 71, 52, 27, 20, 2, 
2020/5/31, 67, 68, 35, 28, 2, 
2020/6/1, 98, 34, 26, 13, 2, 
2020/6/2, 62, 25, 14, 14, , 
2020/6/3, 45, 16, 14, 9, , 
2020/6/4, 31, 11, 18, 14, , 
2020/6/5, 33, 23, 11, 13, , 
2020/6/6, 34, 43, 7, 15, , 
2020/6/7, 66, 29, 12, 10, , 
2020/6/8, 46, 40, 13, 14, 1, 
2020/6/9, 64, 46, 9, 23, 2, 
2020/6/10, 68, 31, 13, 16, , 
2020/6/11, 56, 43, 20, 23, 1, 
2020/6/12, 68, 60, 32, 33, 3, 
2020/6/13, 87, 53, 41, 22, 1, 
2020/6/14, 77, 14, 17, 4, , 
2020/6/15, 29, 15, 12, 11, , 
2020/6/16, 24, 20, 16, 11, 1, 
2020/6/17, 35, 33, 15, 14, 1, 
2020/6/18, 43, 46, 12, 18, 1, 
2020/6/19, 65, 42, 26, 22, 1, 
2020/6/20, 53, 48, 28, 26, 3, 
2020/6/21, 75, 47, 22, 23, 2, 
2020/6/22, 69, 49, 29, 26, 4, 
2020/6/23, 75, 43, 20, 22, 1, 
2020/6/24, 66, 50, 18, 24, 1, 
2020/6/25, 81, 55, 21, 24, 1, 
2020/6/26, 72, 12, 18, 7, , 
2020/6/27, 27, 7, 19, 3, 19, 
2020/6/28, 19, 6, 16, 5, 29, 
2020/6/29, 17, 13, 15, 13, , 
2020/6/30, 34, 42, 23, 15, , 
2020/7/1, 47, 21, 20, 6, , 
2020/1/2, 70, 15, 10, 9, 3, 
2020/1/3, 38, 11, 21, 3, , 
2020/1/4, 20, 19, 14, 6, 1, 
2020/1/5, 29, 17, 14, 3, 3, 
2020/1/6, 47, 23, 26, 8, , 
2020/1/7, 39, 23, 33, 12, , 
2020/1/8, 49, 14, 27, 13, , 
2020/1/9, 41, 13, 21, 8, , 
2020/1/10, 31, 21, 30, 9, , 
2020/1/11, 48, 26, 34, 13, 1, 
2020/1/12, 56, 15, 15, 6, 1, 
2020/1/13, 36, 17, 9, 9, , 
2020/1/14, 30, 21, 18, 7, 2, 
2020/1/15, 34, 27, 24, 10, 3, 
2020/1/16, 44, 33, 29, 13, 3, 
2020/1/17, 61, 18, 20, 1, , 
2020/1/18, 29, 12, , , , 
2020/1/19, 25, 18, , , , 
2020/1/20, 34, 15, , , , 
2020/1/21, 29, 18, 15, 6, 2, 
2020/1/22, 35, 16, 12, 8, 2, 
2020/1/23, 43, 18, 7, 15, 2, 
2020/1/24, 44, 13, 14, 8, , 
2020/1/25, 37, 15, 14, 10, 1, 
2020/1/26, 35, 26, 20, 9, 1, 
2020/1/27, 51, 30, 25, 14, 2, 
2020/1/28, 53, 28, 22, 10, 1, 
2020/1/29, 54, 27, 21, 13, 4, 
2020/1/30, 64, 19, 24, 14, , 
2020/1/31, 47, 19, 21, 12, , 
2020/2/1, 36, 12, 13, 9, , 
2020/2/2, 38, 13, 11, 12, , 
2020/2/3, 43, 10, 14, 10, , 
2020/2/4, 33, 8, 13, 10, , 
2020/2/5, 32, 11, 11, 10, 1, 
2020/2/6, 36, 21, 19, 10, , 
2020/2/7, 54, 26, 18, 8, , 
2020/2/8, 45, 26, 17, 10, 1, 
2020/2/9, 58, 22, 29, 9, 1, 
2020/2/10, 42, 7, 14, 4, , 
2020/2/11, 9, 11, 12, 8, 1, 
2020/2/15, 31, 19, 16, 10, 1, 
2020/2/16, 52, 26, 22, 11, 2, 
2020/2/17, 48, 30, 19, 12, 1, 
2020/2/18, 70, 32, 19, 13, 1, 
2020/2/19, 52, 26, 21, 11, 1, 
2020/2/20, 54, 26, 31, 13, 1, 
2020/2/21, 51, 16, 8, 17, , 
2020/2/22, 42, 16, 11, 9, , 
2020/2/23, 34, 22, 14, 11, 1, 
2020/2/24, 34, 24, 13, 9, 4, 
2020/2/25, 48, 24, 25, 14, 2, 
2020/2/26, 49, 13, 19, 10, , 
2020/2/27, 37, 16, 18, 7, 1, 
2020/2/28, 34, 22, , 14, 4, 
2020/2/29, 41, 9, , 10, , 
2020/3/1, 26, 6, 9, 5, , 
2020/3/2, 25, 10, 15, 8, , 
2020/3/3, 33, 7, 11, 8, , 
2020/3/4, 35, 18, 10, 20, 1, 
2020/3/5, 47, 23, , 8, 1, 
2020/3/6, 41, 25, , 8, 1, 
2020/3/7, 50, 24, 16, 8, 1, 
2020/3/8, 39, 21, 15, 8, 3, 
2020/3/9, 49, 21, 19, 10, 3, 
2020/3/10, 39, 22, 22, 11, 2, 
2020/3/11, 58, 28, 14, 10, 2, 
2020/3/12, 43, 27, 19, 11, 2, 
2020/3/13, 55, 28, 18, 10, 3, 
2020/3/14, 47, 32, 19, 13, 2, 
2020/3/15, 64, 32, 25, 11, 1, 
2020/3/16, 54, 30, 20, 9, , 
2020/3/17, 62, 15, 22, 10, , 
2020/3/18, 30, 21, 20, 7, , 
2020/3/19, 46, 43, 4, 28, , 
2020/3/20, 54, , , , , 
2020/3/25, 40, 21, 15, 7, 1, 
2020/3/26, 27, 17, 20, , 2, 
2020/3/27, 41, 19, 3, , 1, 
2020/3/28, 30, 24, 1, , , 
2020/3/29, 52, 31, , , , 
2020/3/30, 32, , , , , 
2019/10/2, 70, 30, 22, 17, 5, 
2019/10/3, 66, 21, 20, 5, 1, 
2019/10/4, 53, 20, 20, 12, 7, 
2019/10/5, 56, 26, 23, 10, 4, 
2019/10/6, 63, 11, 21, 2, , 
2019/10/7, 36, 6, 19, 10, 1, 
2019/10/8, 27, 11, 15, 18, 3, 
2019/10/9, 34, 8, 20, 15, 1, 
2019/10/10, 25, 12, 18, 13, 2, 
2019/10/11, 35, 20, 20, 14, 3, 
2019/10/12, 57, 30, 24, 14, 4, 
2019/10/13, 71, 28, 30, 14, 6, 
2019/10/14, 72, 31, 22, 8, 2, 
2019/10/15, 68, 16, 15, 3, , 
2019/10/16, 39, 17, 14, 5, , 
2019/10/17, 41, 14, 15, 4, 1, 
2019/10/18, 35, 19, 23, 8, 2, 
2019/10/19, 42, 11, 19, 2, 1, 
2019/10/20, 30, 11, 20, 3, 1, 
2019/10/21, 35, 21, 10, 16, 15, 
2019/10/22, 48, 18, 16, 11, 5, 
2019/10/23, 44, 16, 20, 11, 4, 
2019/10/24, 44, 16, 14, 11, 6, 
2019/10/25, 40, 23, 19, 11, 6, 
2019/10/26, 55, 24, 13, 10, 7, 
2019/10/27, 52, 30, 20, 9, 6, 
2019/10/28, 67, 19, 22, 13, 3, 
2019/10/29, 53, 22, 30, 16, 5, 
2019/10/30, 53, 22, 25, 9, 2, 
2019/10/31, 56, 19, 20, 7, 1, 
2019/11/1, 51, 27, 19, 4, 7, 
2019/11/2, 52, 16, 16, 6, 3, 
2019/11/3, 40, 22, 22, 4, 4, 
2019/11/4, 49, 16, 16, 5, 1, 
2019/11/5, 51, 22, 25, 7, 1, 
2019/11/6, 51, 17, 16, 8, 2, 
2019/11/7, 41, 16, 14, 13, 3, 
2019/11/8, 43, 17, 12, 14, 2, 
2019/11/9, 41, 8, 11, 8, , 
2019/11/10, 31, 15, 13, 9, 1, 
2019/11/11, 43, 10, 20, 6, , 
2019/11/12, 38, 17, 13, 2, 1, 
2019/11/13, 43, 17, 15, 6, 3, 
2019/11/14, 38, 20, 8, 15, 3, 
2019/11/15, 45, 13, 19, 7, 4, 
2019/11/16, 37, 21, 16, 11, 11, 
2019/11/17, 49, 20, 18, 9, 8, 
2019/11/18, 46, 14, 14, 7, 2, 
2019/11/19, 35, 10, 16, 4, 1, 
2019/11/20, 37, 9, 15, 5, 2, 
2019/11/21, 38, 13, 17, 8, 3, 
2019/11/22, 46, 18, 22, 8, 2, 
2019/11/23, 53, 18, 20, 7, 3, 
2019/11/24, 53, 13, 18, 5, 2, 
2019/11/25, 45, 14, 16, 6, 1, 
2019/11/26, 39, 15, 21, 6, 1, 
2019/11/27, 40, 21, 15, 11, 1, 
2019/11/28, 48, 10, 21, 9, 1, 
2019/11/29, 38, 19, 13, 8, 3, 
2019/11/30, 45, 19, 18, 8, 3, 
2019/12/1, 53, 20, 25, 5, 1, 
2019/12/2, 46, 14, 16, 7, 2, 
2019/12/3, 41, 20, 13, 9, 6, 
2019/12/4, 48, 20, 23, 10, 5, 
2019/12/5, 49, 31, 18, 19, 6, 
2019/12/6, 74, 13, 19, 5, 1, 
2019/12/7, 44, 20, 20, 8, 3, 
2019/12/8, 60, 19, 24, 11, 13, 
2019/12/9, 59, 19, 17, 10, 3, 
2019/12/10, 45, 21, 17, 14, 6, 
2019/12/11, 59, 28, 24, 14, 2, 
2019/12/12, 64, 17, 20, 14, 2, 
2019/12/13, 54, , 24, 11, 1, 
2019/12/14, 54, , 18, 4, 1, 
2019/12/15, 37, , 18, 7, 2, 
2019/12/16, 49, , 21, 9, 5, 
2019/12/17, 56, 20, 25, 9, 2, 
2019/12/21, 32, 32, 25, 14, 4, 
2019/12/22, 52, 13, 24, 6, 1, 
2019/12/23, 33, 16, 22, 7, , 
2019/12/24, 31, 12, 21, 9, 1, 
2019/12/25, 30, 17, 23, 7, 2, 
2019/12/26, 40, 19, 18, 10, 3, 
2019/12/27, 44, 28, 16, 13, 7, 
2019/12/28, 49, 22, 19, 6, 1, 
2019/12/29, 39, 24, 23, 10, 3, 
2019/12/30, 49, , , , , 
2019/7/2, 58, 26, 15, 16, 6, 
2019/7/3, 57, 31, 27, 15, 3, 
2019/7/4, 62, 6, 14, 9, 1, 
2019/7/5, 14, 6, 19, 7, 1, 
2019/7/6, 19, 11, 19, 7, 2, 
2019/7/7, 29, 14, 18, 11, 7, 
2019/7/8, 39, 22, 17, 16, 7, 
2019/7/9, 55, 28, 20, 17, 13, 
2019/7/10, 69, 31, 18, 24, 12, 
2019/7/11, 77, 42, , 28, 11, 
2019/7/12, 93, 33, 19, 29, 14, 
2019/7/13, 79, 44, 34, 39, 14, 
2019/7/14, 97, 40, 19, 22, 6, 
2019/7/15, 90, 17, 22, 11, 3, 
2019/7/16, 53, 12, 22, 7, 2, 
2019/7/17, 41, 21, 17, 18, 9, 
2019/7/18, 47, 20, 16, 16, 6, 
2019/7/19, 56, 23, 17, 18, 10, 
2019/7/20, 58, 36, 22, 20, 9, 
2019/7/21, 73, 34, 17, 20, 7, 
2019/7/22, 76, 38, 13, 21, 6, 
2019/7/23, 74, 36, 18, 24, 8, 
2019/7/24, 74, 39, 18, 29, 8, 
2019/7/25, 81, 25, 27, 15, 3, 
2019/7/26, 65, 28, 19, 20, 9, 
2019/7/27, 74, 30, 25, 12, 3, 
2019/7/28, 76, 7, 15, 3, 1, 
2019/7/29, 35, 17, 17, 11, 6, 
2019/7/30, 51, 27, 17, 16, 10, 
2019/7/31, 69, 20, 17, 19, 13, 
